Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2023 09 05 01	2.04	9.52	14.66	332	0.0	180	1.88	12.73	323	0.53	5.16	62
2023 09 05 02	2.07	9.42	14.66	333	0.0	180	1.89	12.69	323	0.62	5.36	61
2023 09 05 03	2.08	9.41	14.66	333	0.0	180	1.9	12.66	323	0.66	5.42	61
2023 09 05 04	2.08	9.51	14.66	332	0.0	180	1.91	12.62	323	0.68	5.31	58
2023 09 05 05	2.07	9.66	14.66	331	0.0	180	1.92	12.58	323	0.52	4.89	63
2023 09 05 06	2.05	9.84	14.66	330	0.0	180	1.93	12.55	323	0.61	4.93	52
2023 09 05 07	2.04	10.02	14.66	329	0.01	145	1.93	12.52	323	0.56	4.83	51
2023 09 05 08	2.03	10.16	14.66	328	0.0	180	1.94	12.49	323	0.44	4.77	59
2023 09 05 09	2.02	10.27	14.66	327	0.0	180	1.94	12.45	323	0.34	4.89	54
2023 09 05 10	2.01	10.36	14.66	326	0.0	180	1.94	12.42	322	0.35	4.34	62
2023 09 05 11	2.01	10.42	14.66	326	0.03	56	1.94	12.4	322	0.36	4.54	60
2023 09 05 12	2.0	10.44	14.66	325	0.04	58	1.94	12.39	322	0.34	4.55	61
2023 09 05 13	1.99	9.7	14.66	325	0.2	54	1.94	12.39	322	0.3	4.96	61
2023 09 05 14	2.0	8.8	14.66	325	0.27	51	1.93	12.38	322	0.31	4.75	59
2023 09 05 15	2.0	8.8	14.66	325	0.06	65	1.93	12.39	322	0.26	4.53	63
2023 09 05 16	1.99	8.87	14.66	325	0.0	180	1.93	12.39	322	0.27	4.6	62
2023 09 05 17	1.99	8.91	14.66	325	0.0	180	1.93	12.38	322	0.25	4.51	61
2023 09 05 18	1.98	9.02	14.66	324	0.11	82	1.93	12.38	322	0.23	4.51	63
2023 09 05 19	1.97	9.4	14.66	324	0.1	82	1.92	12.36	321	0.17	4.51	71
2023 09 05 20	1.96	9.41	14.66	323	0.05	82	1.92	12.34	321	0.11	7.14	7
2023 09 05 21	1.95	9.12	14.66	323	0.0	180	1.91	12.31	321	0.11	7.25	7
2023 09 05 22	1.94	9.18	14.66	323	0.01	245	1.9	12.27	321	0.11	7.29	7
2023 09 05 23	1.92	9.75	14.66	322	0.02	256	1.7	11.73	316	0.81	15.49	342
2023 09 06 00	1.9	10.16	14.66	322	0.0	180	1.7	11.69	316	0.78	15.43	342
2023 09 06 01	1.87	10.18	13.32	321	0.0	180	1.69	11.65	316	0.76	15.37	342
2023 09 06 02	1.85	9.88	13.32	321	0.0	180	1.68	11.7	316	0.73	15.31	341
2023 09 06 03	1.83	10.15	13.32	320	0.0	180	1.67	11.68	316	0.7	15.25	341
2023 09 06 04	1.8	10.49	13.32	320	0.0	180	1.79	12.0	319	0.09	7.15	7
2023 09 06 05	1.78	10.74	13.32	320	0.0	180	1.76	11.94	319	0.08	7.06	7
2023 09 06 06	1.75	10.84	13.32	319	0.0	180	1.74	11.87	319	0.15	3.1	65
2023 09 06 07	1.72	10.84	13.32	319	0.0	180	1.71	11.79	319	0.15	3.17	65
2023 09 06 08	1.7	10.79	13.32	319	0.0	180	1.68	11.72	319	0.15	3.22	66
2023 09 06 09	1.67	10.72	13.32	319	0.0	180	1.65	11.65	318	0.16	3.02	70
2023 09 06 10	1.64	10.65	13.32	319	0.0	180	1.62	11.57	318	0.16	3.03	71
2023 09 06 11	1.61	10.58	13.32	318	0.0	180	1.59	11.49	318	0.16	3.0	71
2023 09 06 12	1.58	10.52	13.32	318	0.0	180	1.56	11.41	318	0.15	2.94	71
2023 09 06 13	1.54	10.47	13.32	318	0.0	180	1.53	11.34	317	0.15	2.87	71
2023 09 06 14	1.51	10.41	13.32	318	0.0	180	1.5	11.26	317	0.14	2.81	71
2023 09 06 15	1.48	10.35	12.11	318	0.02	81	1.47	11.19	317	0.13	2.85	71
2023 09 06 16	1.45	10.26	12.11	317	0.03	75	1.44	11.11	317	0.13	2.84	71
2023 09 06 17	1.41	10.19	12.11	317	0.02	84	1.4	11.03	317	0.13	2.8	71
2023 09 06 18	1.38	10.1	12.11	317	0.02	83	1.37	10.96	317	0.13	2.88	71
2023 09 06 19	1.35	9.89	12.11	317	0.03	83	1.34	10.88	316	0.12	2.62	73
2023 09 06 20	1.32	9.16	12.11	317	0.04	82	1.3	10.81	316	0.1	4.42	70
2023 09 06 21	1.29	8.33	12.11	317	0.0	180	1.27	10.73	316	0.12	3.99	70
2023 09 06 22	1.26	8.45	12.11	318	0.0	180	1.24	10.65	316	0.13	4.08	70
2023 09 06 23	1.22	8.54	12.11	318	0.0	180	1.2	10.58	316	0.16	4.3	69
2023 09 07 00	1.19	8.43	12.11	318	0.0	180	1.17	10.51	316	0.17	4.28	68
2023 09 07 01	1.16	8.07	12.11	318	0.0	180	1.13	10.43	316	0.18	4.31	67
2023 09 07 02	1.13	7.7	11.01	318	0.0	180	1.1	10.36	316	0.16	4.12	68
2023 09 07 03	1.1	7.77	11.01	318	0.0	180	1.07	10.29	316	0.17	4.12	68
2023 09 07 04	1.06	8.15	11.01	318	0.0	180	1.03	10.22	316	0.19	4.24	67
2023 09 07 05	1.03	8.33	11.01	318	0.0	180	1.0	10.15	315	0.19	4.15	65
2023 09 07 06	1.0	8.32	11.01	319	0.0	180	0.97	10.08	315	0.22	3.25	62
2023 09 07 07	0.97	8.23	11.01	319	0.0	180	0.94	9.99	315	0.22	3.57	58
2023 09 07 08	0.94	8.12	11.01	319	0.0	180	0.91	9.93	315	0.21	3.43	59
2023 09 07 09	0.92	8.01	11.01	319	0.0	180	0.89	9.86	315	0.2	3.38	58
2023 09 07 10	0.89	7.91	11.01	319	0.0	180	0.86	9.81	315	0.21	3.42	56
2023 09 07 11	0.86	7.81	11.01	319	0.0	180	0.83	9.75	316	0.2	3.37	55
2023 09 07 12	0.83	7.72	11.01	319	0.0	180	0.81	9.69	316	0.19	3.32	54
2023 09 07 13	0.81	7.54	11.01	319	0.06	55	0.78	9.7	315	0.18	3.71	54
2023 09 07 14	0.79	7.57	11.01	318	0.0	180	0.76	9.7	315	0.18	3.15	53
2023 09 07 15	0.77	7.67	11.01	318	0.0	180	0.75	9.7	315	0.17	3.21	52
2023 09 07 16	0.76	7.7	11.01	317	0.01	76	0.74	9.72	314	0.16	3.26	52
2023 09 07 17	0.75	7.49	11.01	317	0.06	59	0.63	9.72	321	0.36	9.73	289
2023 09 07 18	0.73	7.2	11.01	316	0.03	89	0.61	9.68	321	0.35	9.78	289
2023 09 07 19	0.7	7.03	11.01	317	0.0	180	0.58	9.62	321	0.34	9.76	289
2023 09 07 20	0.68	6.66	10.01	318	0.0	180	0.56	9.57	322	0.32	9.72	289
2023 09 07 21	0.66	6.19	10.01	319	0.0	180	0.54	9.51	322	0.31	9.67	289
2023 09 07 22	0.64	5.79	10.01	320	0.0	180	0.52	9.46	322	0.29	9.58	289
2023 09 07 23	0.62	5.41	10.01	321	0.0	180	0.5	9.41	322	0.28	9.51	289
2023 09 08 00	0.59	5.22	10.01	321	0.0	180	0.48	9.36	322	0.27	9.42	289
2023 09 08 01	0.57	5.22	10.01	321	0.0	180	0.46	9.31	322	0.26	9.26	289
2023 09 08 02	0.55	5.25	10.01	321	0.0	180	0.44	9.27	322	0.25	9.1	289
2023 09 08 03	0.53	5.28	10.01	321	0.0	180	0.42	9.23	322	0.24	8.85	289
2023 09 08 04	0.51	5.28	10.01	321	0.0	180	0.41	9.19	322	0.23	8.61	289
2023 09 08 05	0.5	5.27	10.01	321	0.0	180	0.4	9.2	321	0.19	8.98	287
2023 09 08 06	0.48	5.24	10.01	320	0.0	180	0.39	9.16	321	0.18	8.94	287
2023 09 08 07	0.47	5.18	10.01	320	0.0	180	0.36	9.06	322	0.2	9.02	289
2023 09 08 08	0.46	5.13	10.01	321	0.0	180	0.35	9.02	322	0.19	8.95	288
2023 09 08 09	0.45	5.09	9.1	322	0.0	180	0.34	8.98	322	0.19	8.88	288
2023 09 08 10	0.44	5.05	9.1	323	0.0	180	0.28	9.06	326	0.17	8.65	311
2023 09 08 11	0.44	5.02	9.1	325	0.0	180	0.32	8.9	322	0.18	8.65	288
2023 09 08 12	0.44	4.98	9.1	327	0.0	180	0.33	8.85	319	0.13	8.43	284
2023 09 08 13	0.44	4.87	9.1	329	0.0	180	0.31	8.87	320	0.15	8.24	286
2023 09 08 14	0.44	4.67	9.1	330	0.0	180	0.3	8.83	320	0.15	8.1	286
2023 09 08 15	0.44	4.56	9.1	330	0.0	180	0.29	8.79	320	0.15	8.02	286
2023 09 08 16	0.43	4.5	9.1	330	0.0	180	0.29	8.75	320	0.15	7.94	287
2023 09 08 17	0.43	4.48	9.1	328	0.0	180	0.28	8.71	320	0.15	7.76	287
2023 09 08 18	0.43	4.44	9.1	327	0.01	277	0.28	8.67	320	0.17	13.82	304
2023 09 08 19	0.43	4.28	9.1	325	0.0	180	0.27	8.63	319	0.18	13.68	304
2023 09 08 20	0.43	4.3	9.1	323	0.0	180	0.27	8.6	319	0.16	13.1	297
2023 09 08 21	0.43	4.35	9.1	320	0.06	282	0.27	8.57	318	0.2	13.49	303
2023 09 08 22	0.44	4.08	9.1	317	0.0	180	0.28	8.6	316	0.21	13.4	303
2023 09 08 23	0.46	4.03	9.1	314	0.0	180	0.25	8.46	319	0.22	13.26	303
2023 09 09 00	0.48	4.32	9.1	312	0.0	180	0.25	7.83	291	0.24	8.53	320
2023 09 09 01	0.5	4.7	8.27	311	0.0	180	0.31	8.01	293	0.24	13.02	303
2023 09 09 02	0.53	5.03	8.27	309	0.0	180	0.38	8.27	298	0.24	13.23	302
2023 09 09 03	0.57	5.28	8.27	307	0.0	180	0.46	8.23	301	0.25	13.16	302
2023 09 09 04	0.62	5.38	8.27	306	0.0	180	0.51	8.29	300	0.25	13.25	303
2023 09 09 05	0.66	5.42	8.27	304	0.0	180	0.55	8.32	299	0.26	13.19	303
2023 09 09 06	0.71	5.5	8.27	304	0.0	180	0.59	8.33	299	0.27	13.14	303
2023 09 09 07	0.74	5.68	8.27	303	0.0	180	0.63	8.32	299	0.28	13.09	303
2023 09 09 08	0.77	5.87	8.27	303	0.0	180	0.67	8.3	299	0.29	13.04	303
2023 09 09 09	0.79	6.06	8.27	303	0.0	180	0.61	7.99	296	0.33	9.6	309
2023 09 09 10	0.81	6.22	8.27	303	0.0	180	0.63	7.97	297	0.33	9.61	309
2023 09 09 11	0.83	6.36	8.27	302	0.0	180	0.65	7.96	297	0.34	9.63	309
2023 09 09 12	0.85	6.49	8.27	302	0.0	180	0.67	7.93	297	0.35	9.65	308
2023 09 09 13	0.86	6.63	9.1	302	0.0	180	0.84	8.63	300	0.11	2.86	66
2023 09 09 14	0.88	6.77	9.1	302	0.0	180	0.85	8.63	300	0.1	2.77	66
2023 09 09 15	0.89	6.92	9.1	302	0.0	180	0.87	8.64	300	0.09	2.76	66
2023 09 09 16	0.91	7.05	9.1	302	0.0	180	0.89	8.65	300	0.05	4.27	63
2023 09 09 17	0.92	7.17	9.1	302	0.0	180	0.9	8.66	300	0.09	3.05	62
2023 09 09 18	0.93	7.23	10.01	302	0.0	180	0.91	8.67	300	0.11	3.09	66
2023 09 09 19	0.94	7.3	11.01	302	0.0	180	0.92	8.67	300	0.11	3.13	65
2023 09 09 20	0.94	7.27	11.01	302	0.0	180	0.92	8.66	300	0.11	3.13	65
2023 09 09 21	0.94	7.05	11.01	302	0.0	180	0.92	8.64	300	0.11	3.12	65
2023 09 09 22	0.94	6.83	11.01	302	0.0	180	0.92	8.61	300	0.11	3.12	65
2023 09 09 23	0.94	6.73	11.01	303	0.0	180	0.91	8.58	300	0.12	2.51	17
2023 09 10 00	0.93	6.72	10.01	303	0.0	180	0.9	8.53	300	0.13	2.6	13
2023 09 10 01	0.92	6.71	10.01	303	0.0	180	0.89	8.49	300	0.13	2.61	17
2023 09 10 02	0.91	6.67	11.01	304	0.0	180	0.87	8.45	300	0.11	3.11	68
2023 09 10 03	0.9	6.6	11.01	304	0.0	180	0.72	7.67	300	0.47	11.77	301
2023 09 10 04	0.89	6.52	11.01	305	0.0	180	0.64	7.3	301	0.64	12.97	300
2023 09 10 05	0.88	6.45	11.01	307	0.0	180	0.66	7.41	302	0.66	14.71	300
2023 09 10 06	0.88	6.41	11.01	308	0.0	180	0.65	7.38	302	0.65	14.59	300
2023 09 10 07	0.87	6.4	11.01	308	0.0	180	0.61	7.23	301	0.61	13.01	301
2023 09 10 08	0.85	6.41	11.01	309	0.0	180	0.6	7.2	302	0.6	12.9	302
2023 09 10 09	0.84	6.44	11.01	309	0.0	180	0.59	7.18	302	0.59	12.72	303
2023 09 10 10	0.83	6.48	11.01	309	0.0	180	0.58	7.16	302	0.58	12.49	303
2023 09 10 11	0.82	6.53	11.01	309	0.02	43	0.77	8.38	303	0.23	3.9	58
2023 09 10 12	0.81	6.6	11.01	309	0.02	40	0.58	10.74	304	0.5	6.8	303
2023 09 10 13	0.8	6.67	11.01	309	0.04	50	0.56	10.99	305	0.52	6.95	304
2023 09 10 14	0.8	6.62	11.01	310	0.05	58	0.58	10.93	307	0.5	6.83	303
2023 09 10 15	0.81	6.43	11.01	310	0.07	65	0.56	10.78	306	0.5	6.76	304
2023 09 10 16	0.82	6.0	11.01	312	0.06	78	0.55	10.61	305	0.26	13.74	335
2023 09 10 17	0.84	5.87	11.01	314	0.0	180	0.54	10.5	305	0.33	13.48	332
2023 09 10 18	0.86	5.95	11.01	315	0.05	87	0.44	10.55	297	0.38	13.35	330
2023 09 10 19	0.88	6.35	11.01	316	0.0	180	0.53	11.84	329	0.38	10.7	293
2023 09 10 20	0.9	6.86	11.01	316	0.0	180	0.58	11.9	329	0.28	9.35	311
2023 09 10 21	0.92	7.27	11.01	317	0.0	180	0.72	11.35	324	0.33	10.52	290
2023 09 10 22	0.96	7.54	13.32	318	0.0	180	0.8	10.45	324	0.32	10.45	290
2023 09 10 23	0.99	7.79	13.32	318	0.0	180	0.92	9.03	320	0.32	10.46	290
2023 09 11 00	1.02	8.09	13.32	319	0.0	180	1.01	9.32	318	0.09	3.42	64
2023 09 11 01	1.05	8.39	13.32	319	0.0	180	1.04	9.45	318	0.09	3.28	59
2023 09 11 02	1.09	8.65	13.32	320	0.0	180	1.08	9.55	319	0.08	3.31	62
2023 09 11 03	1.12	8.87	13.32	320	0.0	180	1.11	9.64	319	0.07	3.15	61
2023 09 11 04	1.15	9.04	13.32	320	0.0	180	1.14	9.7	320	0.04	4.44	74
2023 09 11 05	1.17	9.16	13.32	320	0.0	180	1.17	9.75	320	0.04	4.38	73
2023 09 11 06	1.2	9.24	13.32	321	0.0	180	1.2	9.8	320	0.05	4.2	73
2023 09 11 07	1.23	9.3	13.32	321	0.0	180	1.22	9.82	320	0.05	4.15	72
2023 09 11 08	1.25	9.33	13.32	321	0.02	263	1.25	10.05	320	0.06	3.98	72
2023 09 11 09	1.28	9.06	13.32	321	0.08	287	1.27	10.18	321	0.07	3.84	72
2023 09 11 10	1.32	6.89	13.32	320	0.23	290	1.29	10.24	321	0.09	2.59	66
2023 09 11 11	1.35	6.8	12.11	320	0.0	180	1.31	10.19	321	0.28	1.98	293
2023 09 11 12	1.37	7.48	12.11	322	0.0	180	1.33	10.2	320	0.2	3.23	347
2023 09 11 13	1.42	7.25	12.11	324	0.0	180	1.34	10.11	320	0.46	3.48	1
2023 09 11 14	1.45	7.07	12.11	326	0.0	180	1.34	10.26	321	0.5	3.4	5
2023 09 11 15	1.46	7.01	12.11	326	0.0	180	1.35	10.25	321	0.53	3.43	7
2023 09 11 16	1.46	7.02	12.11	326	0.0	180	1.36	10.2	321	0.52	3.32	13
2023 09 11 17	1.46	7.15	12.11	326	0.0	180	1.36	10.17	321	0.51	3.35	19
2023 09 11 18	1.45	7.3	12.11	326	0.0	180	1.36	10.13	320	0.49	3.41	23
2023 09 11 19	1.45	7.43	12.11	325	0.0	180	1.37	9.95	320	0.46	3.4	26
2023 09 11 20	1.43	7.55	12.11	325	0.0	180	1.36	9.91	320	0.42	3.39	27
2023 09 11 21	1.42	7.64	12.11	324	0.0	180	1.36	9.87	320	0.39	3.32	28
2023 09 11 22	1.41	7.71	12.11	324	0.0	180	1.35	9.81	320	0.34	3.28	24
2023 09 11 23	1.4	7.76	12.11	324	0.0	180	1.34	9.73	320	0.32	3.24	25
2023 09 12 00	1.39	7.79	12.11	324	0.0	180	1.34	9.65	319	0.19	3.95	71
2023 09 12 01	1.38	7.8	12.11	323	0.0	180	1.33	9.57	319	0.22	4.1	45
2023 09 12 02	1.37	7.83	12.11	323	0.0	180	1.32	9.51	319	0.31	3.46	35
2023 09 12 03	1.35	7.87	12.11	323	0.0	180	1.3	9.65	319	0.31	3.37	38
2023 09 12 04	1.34	7.92	11.01	323	0.0	180	1.29	9.61	319	0.32	3.36	41
2023 09 12 05	1.32	7.96	11.01	322	0.0	180	1.28	9.38	319	0.32	3.53	44
2023 09 12 06	1.31	7.99	11.01	322	0.0	180	1.27	9.35	319	0.26	3.41	36
2023 09 12 07	1.3	8.01	11.01	322	0.0	180	1.26	9.33	319	0.3	3.54	46
2023 09 12 08	1.28	8.04	11.01	322	0.0	180	1.25	9.13	319	0.28	3.54	46
2023 09 12 09	1.27	8.07	11.01	322	0.0	180	1.24	9.1	319	0.28	3.55	47
2023 09 12 10	1.26	8.09	11.01	322	0.0	180	1.23	9.08	319	0.27	3.53	47
2023 09 12 11	1.25	8.12	11.01	321	0.0	180	1.22	9.06	319	0.25	3.49	47
2023 09 12 12	1.23	8.14	11.01	321	0.0	180	1.21	9.04	319	0.24	3.46	47
2023 09 12 13	1.22	8.15	11.01	321	0.0	180	1.2	9.02	319	0.23	3.41	47
2023 09 12 14	1.21	8.16	11.01	321	0.02	28	1.19	9.0	319	0.22	3.45	47
2023 09 12 15	1.2	8.14	11.01	320	0.02	47	1.18	9.17	319	0.22	3.24	49
2023 09 12 16	1.2	8.1	11.01	320	0.03	56	1.18	9.15	318	0.22	3.18	49
2023 09 12 17	1.19	8.06	11.01	320	0.03	59	1.08	8.77	316	0.44	12.62	331
2023 09 12 18	1.18	8.05	11.01	320	0.0	180	1.07	8.75	316	0.44	12.59	331
2023 09 12 19	1.17	8.04	11.01	320	0.0	180	1.07	8.73	316	0.44	12.56	330
2023 09 12 20	1.17	8.04	11.01	320	0.0	180	1.06	8.72	316	0.43	12.53	330
2023 09 12 21	1.16	8.03	11.01	319	0.0	180	1.06	8.7	316	0.43	12.5	330
2023 09 12 22	1.16	8.03	11.01	319	0.0	180	1.06	8.68	316	0.42	12.47	330
2023 09 12 23	1.16	8.0	11.01	319	0.0	180	1.14	8.98	318	0.16	3.02	45
2023 09 13 00	1.16	7.94	11.01	320	0.0	180	1.14	8.95	318	0.15	2.91	38
2023 09 13 01	1.16	7.88	11.01	320	0.0	180	1.14	8.91	318	0.19	3.24	45
2023 09 13 02	1.16	7.82	11.01	320	0.0	180	1.14	8.86	318	0.2	3.64	50
2023 09 13 03	1.16	7.76	11.01	320	0.0	180	1.13	8.81	318	0.25	3.28	46
2023 09 13 04	1.16	7.7	11.01	320	0.0	180	1.13	8.76	318	0.25	3.27	45
2023 09 13 05	1.16	7.63	11.01	321	0.0	180	1.13	8.68	318	0.26	3.38	43
2023 09 13 06	1.16	7.46	11.01	321	0.0	180	1.12	8.56	318	0.28	3.41	40
2023 09 13 07	1.19	6.79	11.01	325	0.0	180	1.11	8.47	318	0.33	3.67	39
2023 09 13 08	1.28	6.08	11.01	331	0.0	180	1.09	8.81	318	0.42	3.84	5
2023 09 13 09	1.34	5.85	11.01	333	0.0	180	1.08	8.89	318	0.67	4.4	351
2023 09 13 10	1.35	5.83	11.01	334	0.07	42	1.08	8.83	319	0.68	4.45	350
2023 09 13 11	1.33	5.75	11.01	333	0.17	43	1.29	6.54	329	0.29	3.86	45
2023 09 13 12	1.33	5.47	11.01	334	0.3	44	1.3	6.46	331	0.0	3.19	90
2023 09 13 13	1.34	5.15	11.01	336	0.39	48	1.28	6.47	331	0.01	3.86	89
2023 09 13 14	1.35	4.95	11.01	337	0.48	50	1.23	6.65	327	0.23	5.09	41
2023 09 13 15	1.35	4.86	11.01	338	0.47	55	1.26	6.35	331	0.01	4.24	99
2023 09 13 16	1.33	4.87	11.01	338	0.46	61	1.18	6.78	325	0.4	4.18	33
2023 09 13 17	1.32	4.88	11.01	339	0.45	64	1.17	6.89	324	0.42	4.17	33
2023 09 13 18	1.31	4.83	10.01	339	0.47	65	1.15	6.96	323	0.43	4.2	33
2023 09 13 19	1.29	4.93	10.01	339	0.31	75	1.11	7.57	322	0.57	3.64	39
2023 09 13 20	1.26	5.09	10.01	338	0.17	86	1.11	7.43	323	0.45	3.21	40
2023 09 13 21	1.23	5.25	10.01	337	0.07	100	1.09	7.44	323	0.44	3.22	42
2023 09 13 22	1.2	5.39	10.01	335	0.05	105	1.07	7.45	322	0.49	3.07	50
2023 09 13 23	1.18	5.46	10.01	335	0.07	94	1.06	7.45	322	0.47	3.19	50
2023 09 14 00	1.16	5.5	10.01	335	0.08	90	1.04	7.44	322	0.1	7.84	6
2023 09 14 01	1.17	5.36	10.01	337	0.08	88	1.03	7.46	322	0.11	7.8	6
2023 09 14 02	1.17	5.25	10.01	339	0.09	89	1.01	7.49	322	0.11	7.76	6
2023 09 14 03	1.15	5.27	10.01	339	0.11	88	0.99	7.5	323	0.5	3.36	51
2023 09 14 04	1.14	5.25	10.01	341	0.12	85	0.92	7.88	318	0.33	5.72	1
2023 09 14 05	1.13	5.25	10.01	343	0.09	90	0.89	7.9	318	0.3	6.13	0
2023 09 14 06	1.11	5.28	10.01	344	0.05	96	0.87	7.93	318	0.29	6.13	0
2023 09 14 07	1.09	5.28	10.01	346	0.06	93	0.85	7.97	318	0.29	6.12	0
2023 09 14 08	1.11	5.18	10.01	351	0.08	90	0.81	8.15	317	0.57	3.66	54
2023 09 14 09	1.11	5.01	10.01	355	0.15	82	0.79	8.17	318	0.7	4.04	45
2023 09 14 10	1.09	4.87	9.1	356	0.24	71	0.77	8.19	318	0.62	4.1	49
2023 09 14 11	1.11	4.44	9.1	1	0.59	62	0.75	8.19	318	0.3	4.76	34
2023 09 14 12	1.17	4.12	9.1	12	0.78	60	0.73	8.2	318	0.31	5.66	359
2023 09 14 13	1.21	4.0	9.1	20	0.89	60	0.71	8.2	319	0.29	5.64	359
2023 09 14 14	1.24	3.93	9.1	27	0.96	60	0.68	8.2	319	0.27	5.67	359
2023 09 14 15	1.24	3.94	9.1	30	0.96	61	0.66	8.19	320	0.17	5.86	31
2023 09 14 16	1.22	3.96	9.1	31	0.92	63	0.65	8.05	320	0.26	5.95	40
2023 09 14 17	1.18	3.97	9.1	32	0.85	66	0.63	8.02	321	0.25	5.78	47
2023 09 14 18	1.12	4.03	9.1	31	0.6	72	0.68	4.34	50	0.68	8.9	321
2023 09 14 19	1.04	4.12	9.1	28	0.34	80	0.75	4.1	55	0.75	10.1	321
2023 09 14 20	0.98	4.18	9.1	25	0.24	84	0.43	8.28	327	0.37	7.43	312
2023 09 14 21	0.92	4.26	8.27	23	0.18	85	0.42	8.25	327	0.36	7.4	312
2023 09 14 22	0.87	4.37	8.27	20	0.13	84	0.62	3.83	59	0.62	9.05	320
2023 09 14 23	0.83	4.45	8.27	18	0.1	84	0.48	7.56	323	0.21	9.54	309
2023 09 15 00	0.8	4.52	8.27	17	0.0	180	0.39	7.37	330	0.33	8.58	306
2023 09 15 01	0.79	4.53	9.1	16	0.0	180	0.38	8.32	308	0.33	7.3	334
2023 09 15 02	0.77	4.51	9.1	15	0.0	180	0.4	8.44	310	0.31	7.12	333
2023 09 15 03	0.76	4.47	9.1	13	0.0	180	0.45	8.25	313	0.22	6.77	338
2023 09 15 04	0.74	4.41	9.1	9	0.0	180	0.46	8.26	313	0.21	6.73	338
2023 09 15 05	0.72	4.35	9.1	5	0.0	180	0.46	8.26	312	0.2	6.68	338
2023 09 15 06	0.7	4.41	9.1	359	0.0	180	0.5	7.92	316	0.43	3.12	60
2023 09 15 07	0.68	4.62	9.1	352	0.0	180	0.5	7.9	315	0.42	3.26	62
2023 09 15 08	0.66	4.82	9.1	347	0.0	180	0.44	7.96	320	0.26	7.62	298
2023 09 15 09	0.65	4.99	8.27	342	0.0	180	0.43	7.9	320	0.28	7.61	299
2023 09 15 10	0.65	5.12	8.27	337	0.0	180	0.52	7.75	313	0.34	3.31	63
2023 09 15 11	0.64	5.19	8.27	333	0.0	180	0.52	7.69	313	0.32	3.25	63
2023 09 15 12	0.64	5.24	8.27	330	0.0	180	0.53	7.61	313	0.29	3.15	64
2023 09 15 13	0.63	5.1	8.27	328	0.08	40	0.53	7.54	312	0.27	3.47	65
2023 09 15 14	0.64	4.93	8.27	327	0.03	10	0.53	7.47	312	0.16	14.86	304
2023 09 15 15	0.64	4.92	8.27	325	0.0	180	0.53	7.41	311	0.17	14.81	304
2023 09 15 16	0.63	5.2	8.27	324	0.01	195	0.44	7.54	317	0.29	6.96	298
2023 09 15 17	0.64	5.22	8.27	324	0.05	268	0.45	6.95	307	0.26	8.58	322
2023 09 15 18	0.67	4.17	7.52	322	0.0	180	0.45	6.91	307	0.26	8.55	323
2023 09 15 19	0.68	4.39	7.52	322	0.1	267	0.45	6.91	306	0.25	8.53	323
2023 09 15 20	0.68	4.59	7.52	323	0.0	180	0.46	6.86	306	0.24	8.52	323
2023 09 15 21	0.68	4.83	7.52	325	0.0	180	0.52	6.98	310	0.22	14.17	303
2023 09 15 22	0.7	4.97	7.52	325	0.0	180	0.54	6.67	309	0.23	14.04	303
2023 09 15 23	0.74	5.05	7.52	322	0.0	180	0.49	7.35	310	0.24	13.88	303
2023 09 16 00	0.76	5.11	7.52	320	0.0	180	0.49	7.31	311	0.39	3.82	296
2023 09 16 01	0.76	5.17	7.52	320	0.0	180	0.49	7.23	311	0.25	13.61	303
2023 09 16 02	0.75	5.24	7.52	320	0.0	180	0.5	7.16	311	0.26	13.45	303
2023 09 16 03	0.74	5.34	7.52	321	0.0	180	0.59	5.37	306	0.27	13.13	304
2023 09 16 04	0.73	5.45	7.52	322	0.0	180	0.55	5.95	309	0.3	12.75	305
2023 09 16 05	0.74	5.61	7.52	322	0.0	180	0.52	6.6	311	0.31	12.86	303
2023 09 16 06	0.76	5.85	7.52	321	0.0	180	0.51	6.58	311	0.28	10.52	316
2023 09 16 07	0.81	6.2	11.01	319	0.0	180	0.47	10.85	312	0.21	13.01	290
2023 09 16 08	0.88	6.6	11.01	317	0.0	180	0.64	10.67	309	0.49	6.45	311
2023 09 16 09	0.96	6.94	10.01	316	0.0	180	0.75	10.4	310	0.51	5.53	309
2023 09 16 10	1.02	7.18	10.01	316	0.0	55	0.88	9.81	312	0.42	5.06	308
2023 09 16 11	1.07	7.32	10.01	316	0.03	47	0.95	9.74	313	0.41	5.09	308
2023 09 16 12	1.12	7.36	10.01	316	0.05	45	0.79	7.52	318	0.79	12.23	309
2023 09 16 13	1.17	7.51	11.01	317	0.0	180	0.94	8.88	309	0.61	8.43	327
2023 09 16 14	1.22	7.68	11.01	317	0.0	180	0.85	10.77	311	0.8	7.56	321
2023 09 16 15	1.26	7.8	11.01	318	0.0	180	1.0	9.2	310	0.69	8.46	328
