Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2023 09 29 23	0.05	224.99
2023 09 30 00	0.05	223.4
2023 09 30 01	0.044	227.72
2023 09 30 02	0.033	241.11
2023 09 30 03	0.024	269.99
2023 09 30 04	0.024	308.29
2023 09 30 05	0.03	332.59
2023 09 30 06	0.032	342.12
2023 09 30 07	0.027	340.9
2023 09 30 08	0.015	309.8
2023 09 30 09	0.023	233.61
2023 09 30 10	0.047	216.38
2023 09 30 11	0.069	213.91
2023 09 30 12	0.083	214.26
2023 09 30 13	0.084	217.81
2023 09 30 14	0.075	224.46
2023 09 30 15	0.059	236.57
2023 09 30 16	0.043	259.46
2023 09 30 17	0.038	296.56
2023 09 30 18	0.044	327.72
2023 09 30 19	0.052	344.64
2023 09 30 20	0.05	354.28
2023 09 30 21	0.034	0.0
2023 09 30 22	0.008	14.03
2023 09 30 23	0.019	180.0
2023 10 01 00	0.039	188.74
2023 10 01 01	0.055	192.52
2023 10 01 02	0.063	196.44
2023 10 01 03	0.062	200.77
2023 10 01 04	0.05	207.07
2023 10 01 05	0.033	215.13
2023 10 01 06	0.013	243.43
2023 10 01 07	0.012	335.55
2023 10 01 08	0.019	6.0
2023 10 01 09	0.017	23.62
2023 10 01 10	0.009	66.03
2023 10 01 11	0.014	140.71
2023 10 01 12	0.024	165.96
2023 10 01 13	0.03	178.09
2023 10 01 14	0.029	189.78
2023 10 01 15	0.025	205.55
2023 10 01 16	0.02	230.9
2023 10 01 17	0.021	267.27
2023 10 01 18	0.028	303.69
2023 10 01 19	0.039	326.3
2023 10 01 20	0.045	336.8
2023 10 01 21	0.042	340.7
2023 10 01 22	0.026	338.19
2023 10 01 23	0.008	299.74
2023 10 02 00	0.02	206.56
2023 10 02 01	0.033	198.97
2023 10 02 02	0.035	201.5
2023 10 02 03	0.029	206.56
2023 10 02 04	0.014	224.99
2023 10 02 05	0.01	330.94
2023 10 02 06	0.025	4.57
2023 10 02 07	0.035	14.82
2023 10 02 08	0.038	23.19
2023 10 02 09	0.032	36.15
2023 10 02 10	0.02	75.96
2023 10 02 11	0.024	138.36
2023 10 02 12	0.044	165.65
2023 10 02 13	0.06	178.09
2023 10 02 14	0.061	189.3
2023 10 02 15	0.049	201.37
2023 10 02 16	0.028	227.86
2023 10 02 17	0.023	306.38
2023 10 02 18	0.049	345.96
2023 10 02 19	0.076	1.5
2023 10 02 20	0.093	9.86
2023 10 02 21	0.099	16.97
2023 10 02 22	0.092	28.51
2023 10 02 23	0.072	49.48
2023 10 03 00	0.057	80.04
2023 10 03 01	0.056	118.36
2023 10 03 02	0.066	147.26
2023 10 03 03	0.069	164.16
2023 10 03 04	0.061	176.24
2023 10 03 05	0.051	186.7
2023 10 03 06	0.035	197.92
2023 10 03 07	0.019	224.99
2023 10 03 08	0.014	285.94
2023 10 03 09	0.018	310.6
2023 10 03 10	0.018	299.35
2023 10 03 11	0.02	261.46
2023 10 03 12	0.03	235.78
2023 10 03 13	0.041	227.91
2023 10 03 14	0.05	228.17
2023 10 03 15	0.053	234.21
2023 10 03 16	0.052	243.92
2023 10 03 17	0.051	257.59
2023 10 03 18	0.051	271.12
2023 10 03 19	0.052	285.35
2023 10 03 20	0.055	293.33
2023 10 03 21	0.053	291.8
2023 10 03 22	0.052	280.88
2023 10 03 23	0.055	261.72
2023 10 04 00	0.107	216.65
2023 10 04 01	0.119	218.21
2023 10 04 02	0.125	219.51
2023 10 04 03	0.121	222.33
2023 10 04 04	0.107	228.01
2023 10 04 05	0.086	237.22
2023 10 04 06	0.067	249.94
2023 10 04 07	0.055	262.74
2023 10 04 08	0.047	271.21
2023 10 04 09	0.043	269.99
2023 10 04 10	0.043	255.32
2023 10 04 11	0.052	237.52
2023 10 04 12	0.067	227.38
2023 10 04 13	0.082	222.03
2023 10 04 14	0.094	221.98
2023 10 04 15	0.1	224.19
2023 10 04 16	0.099	228.65
2023 10 04 17	0.094	234.95
2023 10 04 18	0.081	244.68
2023 10 04 19	0.066	263.08
2023 10 04 20	0.054	288.1
2023 10 04 21	0.051	314.21
2023 10 04 22	0.052	333.92
2023 10 04 23	0.048	349.38
2023 10 05 00	0.043	0.0
2023 10 05 01	0.032	12.33
2023 10 05 02	0.019	30.46
2023 10 05 03	0.009	77.47
2023 10 05 04	0.013	147.52
2023 10 05 05	0.018	167.47
2023 10 05 06	0.021	174.55
2023 10 05 07	0.018	176.82
2023 10 05 08	0.011	169.69
2023 10 05 09	0.005	78.69
2023 10 05 10	0.015	34.69
2023 10 05 11	0.024	29.74
2023 10 05 12	0.028	27.47
2023 10 05 13	0.029	28.3
2023 10 05 14	0.027	30.25
2023 10 05 15	0.024	31.75
2023 10 05 16	0.02	35.21
2023 10 05 17	0.019	34.5
2023 10 05 18	0.02	29.05
2023 10 05 19	0.025	28.61
2023 10 05 20	0.03	29.05
2023 10 05 21	0.039	32.47
2023 10 05 22	0.043	38.45
2023 10 05 23	0.041	49.84
2023 10 06 00	0.036	67.61
2023 10 06 01	0.03	95.71
2023 10 06 02	0.031	133.72
2023 10 06 03	0.042	161.99
2023 10 06 04	0.051	177.75
2023 10 06 05	0.052	188.74
2023 10 06 06	0.047	198.43
2023 10 06 07	0.036	211.5
2023 10 06 08	0.022	234.16
2023 10 06 09	0.016	291.8
2023 10 06 10	0.024	333.43
2023 10 06 11	0.034	348.36
2023 10 06 12	0.041	353.04
2023 10 06 13	0.044	356.09
2023 10 06 14	0.041	355.81
2023 10 06 15	0.031	347.27
2023 10 06 16	0.022	318.57
2023 10 06 17	0.023	277.43
2023 10 06 18	0.032	255.52
2023 10 06 19	0.039	250.64
2023 10 06 20	0.04	252.89
2023 10 06 21	0.039	264.14
2023 10 06 22	0.036	279.46
2023 10 06 23	0.036	297.97
2023 10 07 00	0.036	314.99
2023 10 07 01	0.037	325.88
2023 10 07 02	0.036	330.64
2023 10 07 03	0.031	327.8
2023 10 07 04	0.024	319.89
2023 10 07 05	0.019	300.46
2023 10 07 06	0.018	266.82
2023 10 07 07	0.023	233.61
2023 10 07 08	0.032	218.65
2023 10 07 09	0.036	212.82
2023 10 07 10	0.038	213.27
2023 10 07 11	0.036	217.18
2023 10 07 12	0.031	223.72
2023 10 07 13	0.024	238.24
2023 10 07 14	0.019	263.99
2023 10 07 15	0.018	292.38
2023 10 07 16	0.017	308.15
2023 10 07 17	0.017	321.84
2023 10 07 18	0.017	336.37
2023 10 07 19	0.019	351.02
2023 10 07 20	0.025	2.29
2023 10 07 21	0.03	11.3
2023 10 07 22	0.037	18.43
2023 10 07 23	0.046	24.34
2023 10 08 00	0.053	28.95
2023 10 08 01	0.057	32.31
2023 10 08 02	0.057	35.07
2023 10 08 03	0.049	38.48
2023 10 08 04	0.036	47.2
2023 10 08 05	0.022	63.43
2023 10 08 06	0.013	107.1
2023 10 08 07	0.015	156.8
2023 10 08 08	0.018	180.0
2023 10 08 09	0.014	188.13
2023 10 08 10	0.002	206.56
2023 10 08 11	0.016	10.61
2023 10 08 12	0.037	15.52
2023 10 08 13	0.061	18.13
2023 10 08 14	0.078	20.98
2023 10 08 15	0.083	24.1
2023 10 08 16	0.076	27.89
2023 10 08 17	0.061	34.99
2023 10 08 18	0.042	50.71
2023 10 08 19	0.032	79.38
2023 10 08 20	0.028	110.32
2023 10 08 21	0.03	128.36
2023 10 08 22	0.027	126.02
2023 10 08 23	0.021	105.94
2023 10 09 00	0.022	61.18
2023 10 09 01	0.038	34.5
2023 10 09 02	0.058	27.43
2023 10 09 03	0.072	26.21
2023 10 09 04	0.076	27.23
2023 10 09 05	0.07	29.84
2023 10 09 06	0.056	34.24
2023 10 09 07	0.039	40.91
2023 10 09 08	0.025	53.13
2023 10 09 09	0.014	61.69
2023 10 09 10	0.01	48.81
2023 10 09 11	0.012	18.43
2023 10 09 12	0.02	8.53
2023 10 09 13	0.035	8.13
2023 10 09 14	0.048	9.46
2023 10 09 15	0.058	11.88
2023 10 09 16	0.058	14.74
2023 10 09 17	0.052	17.74
2023 10 09 18	0.041	19.74
2023 10 09 19	0.028	24.77
2023 10 09 20	0.015	39.8
2023 10 09 21	0.008	69.44
2023 10 09 22	0.008	75.96
2023 10 09 23	0.011	45.0
2023 10 10 00	0.02	32.9
2023 10 10 01	0.033	25.01
2023 10 10 02	0.044	23.7
2023 10 10 03	0.051	24.07
2023 10 10 04	0.048	25.51
2023 10 10 05	0.039	27.21
2023 10 10 06	0.023	34.38
2023 10 10 07	0.007	90.0
2023 10 10 08	0.015	180.0
2023 10 10 09	0.024	191.76
2023 10 10 10	0.026	202.61
2023 10 10 11	0.021	211.42
2023 10 10 12	0.01	248.19
2023 10 10 13	0.017	339.44
2023 10 10 14	0.037	1.54
2023 10 10 15	0.054	8.42
2023 10 10 16	0.062	12.92
2023 10 10 17	0.059	17.52
2023 10 10 18	0.046	22.71
2023 10 10 19	0.029	28.3
2023 10 10 20	0.012	48.36
2023 10 10 21	0.01	163.3
2023 10 10 22	0.022	185.19
2023 10 10 23	0.022	195.25
2023 10 11 00	0.009	229.39
2023 10 11 01	0.014	340.34
2023 10 11 02	0.037	0.0
2023 10 11 03	0.06	7.59
2023 10 11 04	0.076	12.04
2023 10 11 05	0.082	16.89
2023 10 11 06	0.074	22.79
2023 10 11 07	0.054	34.56
2023 10 11 08	0.034	58.17
2023 10 11 09	0.024	97.12
2023 10 11 10	0.022	131.42
2023 10 11 11	0.021	148.57
2023 10 11 12	0.016	150.25
2023 10 11 13	0.006	71.56
2023 10 11 14	0.027	17.1
2023 10 11 15	0.051	13.49
2023 10 11 16	0.07	14.82
2023 10 11 17	0.078	17.04
2023 10 11 18	0.075	19.39
2023 10 11 19	0.062	24.51
2023 10 11 20	0.048	31.37
2023 10 11 21	0.033	43.78
2023 10 11 22	0.023	56.97
2023 10 11 23	0.021	58.57
2023 10 12 00	0.028	39.28
2023 10 12 01	0.045	27.69
2023 10 12 02	0.065	22.28
2023 10 12 03	0.085	20.55
2023 10 12 04	0.099	20.62
2023 10 12 05	0.104	21.39
2023 10 12 06	0.097	23.66
2023 10 12 07	0.078	27.21
2023 10 12 08	0.057	32.31
2023 10 12 09	0.04	36.86
2023 10 12 10	0.027	36.02
2023 10 12 11	0.02	22.83
2023 10 12 12	0.026	4.39
2023 10 12 13	0.045	2.54
2023 10 12 14	0.069	5.79
2023 10 12 15	0.092	9.36
2023 10 12 16	0.108	12.24
2023 10 12 17	0.114	15.12
2023 10 12 18	0.109	18.6
2023 10 12 19	0.088	23.96
2023 10 12 20	0.07	23.3
2023 10 12 21	0.06	22.32
2023 10 12 22	0.053	20.8
2023 10 12 23	0.05	19.5
2023 10 13 00	0.055	16.79
2023 10 13 01	0.065	16.78
2023 10 13 02	0.081	17.1
2023 10 13 03	0.098	18.43
2023 10 13 04	0.112	20.85
2023 10 13 05	0.117	24.6
2023 10 13 06	0.114	29.93
2023 10 13 07	0.107	36.65
2023 10 13 08	0.096	43.74
2023 10 13 09	0.089	49.53
2023 10 13 10	0.084	51.23
2023 10 13 11	0.086	47.81
2023 10 13 12	0.093	42.39
2023 10 13 13	0.102	37.43
2023 10 13 14	0.11	33.54
2023 10 13 15	0.12	31.04
2023 10 13 16	0.127	30.19
2023 10 13 17	0.126	32.05
2023 10 13 18	0.114	35.07
2023 10 13 19	0.097	38.75
2023 10 13 20	0.075	41.25
2023 10 13 21	0.054	42.76
2023 10 13 22	0.036	42.79
2023 10 13 23	0.025	35.53
2023 10 14 00	0.026	17.74
2023 10 14 01	0.034	8.36
2023 10 14 02	0.045	3.81
2023 10 14 03	0.054	3.17
2023 10 14 04	0.061	3.75
2023 10 14 05	0.063	4.53
2023 10 14 06	0.056	4.08
2023 10 14 07	0.044	1.3
2023 10 14 08	0.028	351.86
2023 10 14 09	0.015	306.86
2023 10 14 10	0.022	257.19
2023 10 14 11	0.03	250.97
2023 10 14 12	0.033	258.02
2023 10 14 13	0.033	273.46
2023 10 14 14	0.035	292.98
2023 10 14 15	0.041	309.09
2023 10 14 16	0.048	321.7
2023 10 14 17	0.054	326.88
2023 10 14 18	0.056	328.86
2023 10 14 19	0.054	327.77
2023 10 14 20	0.048	316.68
2023 10 14 21	0.041	299.05
2023 10 14 22	0.04	277.12
2023 10 14 23	0.043	262.05
2023 10 15 00	0.046	260.13
2023 10 15 01	0.046	266.26
2023 10 15 02	0.043	275.31
2023 10 15 03	0.042	289.29
2023 10 15 04	0.041	303.31
2023 10 15 05	0.043	316.84
2023 10 15 06	0.046	327.33
2023 10 15 07	0.043	332.85
2023 10 15 08	0.037	332.74
2023 10 15 09	0.025	323.13
2023 10 15 10	0.017	305.53
2023 10 15 11	0.017	290.55
2023 10 15 12	0.019	281.88
2023 10 15 13	0.023	282.26
2023 10 15 14	0.028	292.93
2023 10 15 15	0.035	308.15
2023 10 15 16	0.045	323.13
2023 10 15 17	0.056	334.79
2023 10 15 18	0.069	344.16
2023 10 15 19	0.084	353.21
2023 10 15 20	0.093	0.0
2023 10 15 21	0.094	5.46
2023 10 15 22	0.091	11.3
2023 10 15 23	0.085	17.79
2023 10 16 00	0.076	24.56
2023 10 16 01	0.071	30.14
2023 10 16 02	0.066	34.64
2023 10 16 03	0.064	39.35
2023 10 16 04	0.065	40.03
2023 10 16 05	0.071	38.15
2023 10 16 06	0.081	35.45
2023 10 16 07	0.085	34.06
2023 10 16 08	0.085	34.06
2023 10 16 09	0.078	35.7
2023 10 16 10	0.067	39.58
2023 10 16 11	0.055	43.53
2023 10 16 12	0.046	40.6
2023 10 16 13	0.046	30.96
2023 10 16 14	0.059	19.65
2023 10 16 15	0.081	12.83
2023 10 16 16	0.106	10.25
2023 10 16 17	0.131	9.6
2023 10 16 18	0.154	9.7
2023 10 16 19	0.168	10.24
2023 10 16 20	0.17	11.17
2023 10 16 21	0.156	12.52
2023 10 16 22	0.135	14.54
2023 10 16 23	0.109	16.44
2023 10 17 00	0.087	18.01
2023 10 17 01	0.066	20.35
2023 10 17 02	0.057	19.38
2023 10 17 03	0.06	15.42
2023 10 17 04	0.072	12.69
2023 10 17 05	0.091	12.05
2023 10 17 06	0.111	11.41
2023 10 17 07	0.122	12.22
2023 10 17 08	0.123	14.03
2023 10 17 09	0.113	15.87
2023 10 17 10	0.099	18.07
2023 10 17 11	0.086	18.85
2023 10 17 12	0.071	20.46
2023 10 17 13	0.059	22.69
2023 10 17 14	0.055	24.7
2023 10 17 15	0.063	22.13
2023 10 17 16	0.083	19.51
2023 10 17 17	0.105	19.47
2023 10 17 18	0.121	20.22
2023 10 17 19	0.13	23.02
2023 10 17 20	0.132	27.91
2023 10 17 21	0.123	33.81
2023 10 17 22	0.122	39.38
2023 10 17 23	0.128	46.88
2023 10 18 00	0.087	61.38
2023 10 18 01	0.096	64.23
2023 10 18 02	0.106	61.99
2023 10 18 03	0.122	56.3
2023 10 18 04	0.148	50.73
2023 10 18 05	0.18	47.02
2023 10 18 06	0.215	44.43
2023 10 18 07	0.244	43.01
2023 10 18 08	0.257	42.48
2023 10 18 09	0.251	43.54
2023 10 18 10	0.227	46.77
2023 10 18 11	0.193	51.94
2023 10 18 12	0.156	60.16
2023 10 18 13	0.127	72.13
2023 10 18 14	0.105	84.01
2023 10 18 15	0.089	88.71
2023 10 18 16	0.076	86.98
2023 10 18 17	0.064	78.34
2023 10 18 18	0.06	57.09
2023 10 18 19	0.081	30.0
2023 10 18 20	0.084	27.47
2023 10 18 21	0.079	30.1
2023 10 18 22	0.066	37.04
2023 10 18 23	0.047	55.3
2023 10 19 00	0.036	80.53
2023 10 19 01	0.036	109.44
2023 10 19 02	0.036	122.82
2023 10 19 03	0.032	115.76
2023 10 19 04	0.028	77.9
2023 10 19 05	0.043	45.0
2023 10 19 06	0.066	32.73
2023 10 19 07	0.09	27.69
2023 10 19 08	0.111	26.1
2023 10 19 09	0.122	26.14
2023 10 19 10	0.123	27.6
2023 10 19 11	0.12	29.74
2023 10 19 12	0.112	32.7
2023 10 19 13	0.104	36.43
2023 10 19 14	0.102	39.44
2023 10 19 15	0.102	40.66
2023 10 19 16	0.114	40.76
2023 10 19 17	0.13	39.41
2023 10 19 18	0.151	36.11
2023 10 19 19	0.176	32.52
2023 10 19 20	0.193	30.81
2023 10 19 21	0.196	31.26
2023 10 19 22	0.187	32.58
2023 10 19 23	0.167	35.77
2023 10 20 00	0.151	40.43
2023 10 20 01	0.144	42.75
2023 10 20 02	0.147	40.6
2023 10 20 03	0.166	35.21
2023 10 20 04	0.194	31.31
2023 10 20 05	0.226	29.39
2023 10 20 06	0.254	28.87
2023 10 20 07	0.269	28.37
2023 10 20 08	0.272	28.54
2023 10 20 09	0.262	28.22
2023 10 20 10	0.242	28.57
2023 10 20 11	0.217	28.56
2023 10 20 12	0.186	29.17
2023 10 20 13	0.154	30.39
2023 10 20 14	0.125	30.65
2023 10 20 15	0.107	30.14
2023 10 20 16	0.1	28.61
2023 10 20 17	0.101	27.07
2023 10 20 18	0.107	25.85
2023 10 20 19	0.115	26.12
2023 10 20 20	0.118	26.56
2023 10 20 21	0.112	26.33
2023 10 20 22	0.099	26.82
2023 10 20 23	0.083	25.64
2023 10 21 00	0.063	23.31
2023 10 21 01	0.036	24.44
2023 10 21 02	0.01	33.69
2023 10 21 03	0.011	199.98
2023 10 21 04	0.023	210.96
2023 10 21 05	0.025	216.86
2023 10 21 06	0.019	229.08
2023 10 21 07	0.012	255.96
2023 10 21 08	0.009	314.99
2023 10 21 09	0.014	347.9
2023 10 21 10	0.017	356.63
2023 10 21 11	0.015	356.18
2023 10 21 12	0.009	347.47
2023 10 21 13	0.007	261.86
2023 10 21 14	0.018	220.6
2023 10 21 15	0.033	212.73
2023 10 21 16	0.046	210.96
2023 10 21 17	0.054	212.22
2023 10 21 18	0.057	216.46
2023 10 21 19	0.055	222.06
2023 10 21 20	0.049	228.27
2023 10 21 21	0.041	234.78
2023 10 21 22	0.033	243.43
2023 10 21 23	0.026	252.25
2023 10 22 00	0.024	253.07
2023 10 22 01	0.023	244.53
2023 10 22 02	0.029	230.44
2023 10 22 03	0.04	219.98
2023 10 22 04	0.052	214.9
2023 10 22 05	0.062	213.94
2023 10 22 06	0.067	214.15
2023 10 22 07	0.068	216.02
2023 10 22 08	0.063	217.95
2023 10 22 09	0.054	222.76
2023 10 22 10	0.043	231.54
2023 10 22 11	0.033	247.24
2023 10 22 12	0.029	266.05
2023 10 22 13	0.028	288.43
2023 10 22 14	0.028	302.0
2023 10 22 15	0.028	312.13
2023 10 22 16	0.027	313.53
2023 10 22 17	0.026	311.98
2023 10 22 18	0.025	311.82
2023 10 22 19	0.022	324.16
2023 10 22 20	0.021	332.24
2023 10 22 21	0.023	345.37
2023 10 22 22	0.029	356.05
2023 10 22 23	0.037	12.2
2023 10 23 00	0.049	30.17
2023 10 23 01	0.047	39.03
2023 10 23 02	0.04	46.0
2023 10 23 03	0.032	52.43
2023 10 23 04	0.024	63.43
2023 10 23 05	0.018	80.53
2023 10 23 06	0.014	90.0
2023 10 23 07	0.013	68.96
2023 10 23 08	0.019	42.87
2023 10 23 09	0.031	32.19
2023 10 23 10	0.049	29.16
2023 10 23 11	0.066	28.88
2023 10 23 12	0.079	29.47
2023 10 23 13	0.084	30.49
2023 10 23 14	0.08	32.3
2023 10 23 15	0.067	36.52
2023 10 23 16	0.046	42.35
2023 10 23 17	0.024	58.24
2023 10 23 18	0.011	116.56
2023 10 23 19	0.017	176.63
2023 10 23 20	0.021	199.29
2023 10 23 21	0.018	216.25
2023 10 23 22	0.01	264.28
2023 10 23 23	0.018	347.47
2023 10 24 00	0.044	7.76
2023 10 24 01	0.065	13.19
2023 10 24 02	0.075	16.04
2023 10 24 03	0.074	18.67
2023 10 24 04	0.062	20.44
2023 10 24 05	0.043	20.09
2023 10 24 06	0.022	18.43
2023 10 24 07	0.005	348.69
2023 10 24 08	0.007	269.99
2023 10 24 09	0.009	302.0
2023 10 24 10	0.015	336.8
2023 10 24 11	0.038	3.01
2023 10 24 12	0.066	14.87
2023 10 24 13	0.089	21.68
2023 10 24 14	0.103	27.55
2023 10 24 15	0.118	31.54
2023 10 24 16	0.13	34.41
2023 10 24 17	0.131	36.34
2023 10 24 18	0.125	37.87
2023 10 24 19	0.114	39.67
2023 10 24 20	0.105	39.59
2023 10 24 21	0.098	40.47
2023 10 24 22	0.1	40.53
2023 10 24 23	0.11	37.28
2023 10 25 00	0.109	30.06
2023 10 25 01	0.126	30.8
2023 10 25 02	0.141	30.19
2023 10 25 03	0.143	30.68
2023 10 25 04	0.135	31.69
2023 10 25 05	0.116	33.82
2023 10 25 06	0.093	36.25
2023 10 25 07	0.069	39.17
2023 10 25 08	0.057	40.06
2023 10 25 09	0.054	38.33
2023 10 25 10	0.059	32.61
2023 10 25 11	0.072	27.97
2023 10 25 12	0.086	25.97
2023 10 25 13	0.095	26.02
2023 10 25 14	0.099	26.3
2023 10 25 15	0.097	27.34
2023 10 25 16	0.085	30.16
2023 10 25 17	0.062	35.21
2023 10 25 18	0.035	47.29
2023 10 25 19	0.018	77.47
2023 10 25 20	0.013	111.03
2023 10 25 21	0.01	119.05
2023 10 25 22	0.01	60.94
2023 10 25 23	0.029	28.3
2023 10 26 00	0.06	23.19
2023 10 26 01	0.089	21.68
2023 10 26 02	0.115	21.89
2023 10 26 03	0.128	22.96
2023 10 26 04	0.122	23.01
2023 10 26 05	0.103	25.08
2023 10 26 06	0.072	27.97
2023 10 26 07	0.035	38.15
2023 10 26 08	0.014	94.08
2023 10 26 09	0.022	142.12
2023 10 26 10	0.031	153.43
2023 10 26 11	0.028	188.13
2023 10 26 12	0.009	192.52
2023 10 26 13	0.02	36.86
2023 10 26 14	0.043	30.06
2023 10 26 15	0.066	27.71
2023 10 26 16	0.085	27.75
2023 10 26 17	0.093	28.75
2023 10 26 18	0.092	29.89
2023 10 26 19	0.086	30.39
2023 10 26 20	0.076	31.6
2023 10 26 21	0.063	32.19
2023 10 26 22	0.061	30.32
2023 10 26 23	0.069	27.29
2023 10 27 00	0.089	24.55
2023 10 27 01	0.111	23.8
2023 10 27 02	0.134	23.7
2023 10 27 03	0.152	23.54
2023 10 27 04	0.16	23.52
2023 10 27 05	0.155	24.26
2023 10 27 06	0.139	26.01
2023 10 27 07	0.11	28.19
2023 10 27 08	0.078	30.46
2023 10 27 09	0.058	31.79
2023 10 27 10	0.054	30.78
2023 10 27 11	0.063	27.37
2023 10 27 12	0.082	25.01
2023 10 27 13	0.108	22.78
2023 10 27 14	0.136	22.42
2023 10 27 15	0.16	22.72
2023 10 27 16	0.173	23.02
2023 10 27 17	0.17	23.86
2023 10 27 18	0.15	23.84
2023 10 27 19	0.117	23.07
2023 10 27 20	0.082	22.19
2023 10 27 21	0.052	22.2
2023 10 27 22	0.036	19.44
2023 10 27 23	0.034	16.85
2023 10 28 00	0.047	17.28
2023 10 28 01	0.075	16.99
2023 10 28 02	0.102	17.02
2023 10 28 03	0.128	17.72
2023 10 28 04	0.145	18.06
2023 10 28 05	0.147	18.55
2023 10 28 06	0.136	19.62
2023 10 28 07	0.11	20.73
2023 10 28 08	0.075	23.49
2023 10 28 09	0.041	29.05
2023 10 28 10	0.017	40.23
2023 10 28 11	0.008	54.46
2023 10 28 12	0.013	30.25
2023 10 28 13	0.032	23.42
2023 10 28 14	0.061	21.1
2023 10 28 15	0.093	20.55
2023 10 28 16	0.125	20.44
2023 10 28 17	0.153	21.73
2023 10 28 18	0.173	24.19
2023 10 28 19	0.173	27.89
2023 10 28 20	0.158	30.28
2023 10 28 21	0.132	33.56
2023 10 28 22	0.108	34.12
2023 10 28 23	0.096	32.69
2023 10 29 00	0.094	30.65
2023 10 29 01	0.1	27.83
2023 10 29 02	0.111	25.41
2023 10 29 03	0.126	23.73
2023 10 29 04	0.14	23.09
2023 10 29 05	0.144	23.19
2023 10 29 06	0.135	23.53
2023 10 29 07	0.113	23.86
2023 10 29 08	0.084	25.34
2023 10 29 09	0.054	28.44
2023 10 29 10	0.032	36.15
2023 10 29 11	0.022	41.42
2023 10 29 12	0.03	31.6
2023 10 29 13	0.052	23.62
2023 10 29 14	0.086	19.69
2023 10 29 15	0.121	18.73
2023 10 29 16	0.15	18.19
2023 10 29 17	0.166	17.88
2023 10 29 18	0.158	17.97
2023 10 29 19	0.133	16.94
2023 10 29 20	0.1	15.55
2023 10 29 21	0.058	13.79
2023 10 29 22	0.021	2.72
2023 10 29 23	0.012	231.34
2023 10 30 00	0.024	220.1
2023 10 30 01	0.018	237.99
2023 10 30 02	0.014	317.72
2023 10 30 03	0.041	0.0
2023 10 30 04	0.072	9.59
2023 10 30 05	0.099	13.89
2023 10 30 06	0.117	16.88
2023 10 30 07	0.118	19.19
2023 10 30 08	0.103	22.1
2023 10 30 09	0.079	26.24
2023 10 30 10	0.051	33.99
2023 10 30 11	0.031	47.6
2023 10 30 12	0.023	64.53
2023 10 30 13	0.024	73.07
2023 10 30 14	0.032	49.96
2023 10 30 15	0.052	37.3
2023 10 30 16	0.078	29.83
2023 10 30 17	0.107	25.85
2023 10 30 18	0.129	24.59
2023 10 30 19	0.138	24.71
2023 10 30 20	0.135	25.8
2023 10 30 21	0.12	27.62
2023 10 30 22	0.097	30.76
2023 10 30 23	0.074	35.18
2023 10 31 00	0.057	36.46
2023 10 31 01	0.049	33.36
2023 10 31 02	0.049	27.59
2023 10 31 03	0.058	22.16
2023 10 31 04	0.069	19.21
2023 10 31 05	0.078	17.04
2023 10 31 06	0.081	15.75
2023 10 31 07	0.073	13.46
2023 10 31 08	0.053	10.68
2023 10 31 09	0.026	2.2
2023 10 31 10	0.01	253.3
2023 10 31 11	0.036	214.99
2023 10 31 12	0.06	209.98
2023 10 31 13	0.074	209.64
2023 10 31 14	0.075	212.0
2023 10 31 15	0.063	216.68
2023 10 31 16	0.041	229.84
2023 10 31 17	0.023	272.48
2023 10 31 18	0.035	340.01
2023 10 31 19	0.06	358.09
2023 10 31 20	0.072	4.76
2023 10 31 21	0.068	8.36
2023 10 31 22	0.064	12.52
2023 10 31 23	0.054	20.43
2023 11 01 00	0.033	36.52
2023 11 01 01	0.031	55.3
2023 11 01 02	0.037	61.38
2023 11 01 03	0.041	65.89
2023 11 01 04	0.05	56.3
2023 11 01 05	0.073	42.79
2023 11 01 06	0.109	33.11
2023 11 01 07	0.149	28.45
2023 11 01 08	0.183	27.26
2023 11 01 09	0.199	27.71
2023 11 01 10	0.196	29.56
2023 11 01 11	0.178	31.73
2023 11 01 12	0.156	34.09
2023 11 01 13	0.138	34.14
2023 11 01 14	0.125	32.29
2023 11 01 15	0.117	28.96
2023 11 01 16	0.114	25.89
2023 11 01 17	0.128	22.96
2023 11 01 18	0.135	21.64
2023 11 01 19	0.135	21.64
2023 11 01 20	0.144	21.57
2023 11 01 21	0.156	22.95
2023 11 01 22	0.161	25.61
2023 11 01 23	0.176	28.73
2023 11 02 00	0.201	29.49
2023 11 02 01	0.223	30.34
2023 11 02 02	0.236	31.67
2023 11 02 03	0.244	32.32
2023 11 02 04	0.247	32.47
2023 11 02 05	0.239	32.23
2023 11 02 06	0.236	31.87
2023 11 02 07	0.222	31.4
2023 11 02 08	0.2	31.15
2023 11 02 09	0.171	30.9
2023 11 02 10	0.136	31.25
2023 11 02 11	0.105	30.21
2023 11 02 12	0.084	31.42
2023 11 02 13	0.069	32.09
2023 11 02 14	0.062	30.65
2023 11 02 15	0.066	25.01
2023 11 02 16	0.078	21.66
2023 11 02 17	0.097	21.03
2023 11 02 18	0.121	21.27
2023 11 02 19	0.147	21.0
2023 11 02 20	0.168	22.75
2023 11 02 21	0.183	24.46
2023 11 02 22	0.186	26.15
2023 11 02 23	0.178	27.99
2023 11 03 00	0.173	29.37
2023 11 03 01	0.164	31.08
