Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2020 07 21 12	0.117	157.43
2020 07 21 13	0.138	176.74
2020 07 21 14	0.153	198.25
2020 07 21 15	0.15	225.33
2020 07 21 16	0.148	257.6
2020 07 21 17	0.154	285.88
2020 07 21 18	0.161	311.28
2020 07 21 19	0.172	333.79
2020 07 21 20	0.185	349.18
2020 07 21 21	0.182	3.22
2020 07 21 22	0.168	19.58
2020 07 21 23	0.148	42.56
2020 07 22 00	0.144	71.44
2020 07 22 01	0.162	95.7
2020 07 22 02	0.189	115.06
2020 07 22 03	0.21	129.7
2020 07 22 04	0.192	138.03
2020 07 22 05	0.136	140.71
2020 07 22 06	0.077	128.25
2020 07 22 07	0.059	92.58
2020 07 22 08	0.07	75.79
2020 07 22 09	0.083	86.28
2020 07 22 10	0.099	106.77
2020 07 22 11	0.122	126.99
2020 07 22 12	0.155	142.86
2020 07 22 13	0.188	157.62
2020 07 22 14	0.211	177.17
2020 07 22 15	0.221	204.79
2020 07 22 16	0.228	238.64
2020 07 22 17	0.226	265.3
2020 07 22 18	0.2	291.84
2020 07 22 19	0.193	322.68
2020 07 22 20	0.196	347.88
2020 07 22 21	0.187	8.54
2020 07 22 22	0.161	29.64
2020 07 22 23	0.138	58.82
2020 07 23 00	0.141	93.94
2020 07 23 01	0.167	119.8
2020 07 23 02	0.192	141.42
2020 07 23 03	0.2	159.67
2020 07 23 04	0.156	173.22
2020 07 23 05	0.089	194.46
2020 07 23 06	0.036	242.56
2020 07 23 07	0.044	352.14
2020 07 23 08	0.089	22.34
2020 07 23 09	0.11	39.28
2020 07 23 10	0.105	63.22
2020 07 23 11	0.106	99.06
2020 07 23 12	0.137	128.79
2020 07 23 13	0.173	147.16
2020 07 23 14	0.202	168.79
2020 07 23 15	0.228	198.1
2020 07 23 16	0.23	230.84
2020 07 23 17	0.219	260.44
2020 07 23 18	0.195	286.58
2020 07 23 19	0.182	318.05
2020 07 23 20	0.198	344.8
2020 07 23 21	0.21	2.44
2020 07 23 22	0.196	17.24
2020 07 23 23	0.161	36.67
2020 07 24 00	0.133	68.42
2020 07 24 01	0.145	102.69
2020 07 24 02	0.179	127.13
2020 07 24 03	0.22	147.91
2020 07 24 04	0.231	162.47
2020 07 24 05	0.178	173.28
2020 07 24 06	0.106	189.74
2020 07 24 07	0.039	213.68
2020 07 24 08	0.027	15.14
2020 07 24 09	0.082	33.01
2020 07 24 10	0.108	44.12
2020 07 24 11	0.105	65.19
2020 07 24 12	0.111	98.64
2020 07 24 13	0.147	125.95
2020 07 24 14	0.199	143.06
2020 07 24 15	0.237	158.32
2020 07 24 16	0.24	176.27
2020 07 24 17	0.196	199.06
2020 07 24 18	0.139	231.49
2020 07 24 19	0.096	277.9
2020 07 24 20	0.111	334.04
2020 07 24 21	0.164	4.18
2020 07 24 22	0.197	20.75
2020 07 24 23	0.199	36.68
2020 07 25 00	0.183	58.63
2020 07 25 01	0.183	84.49
2020 07 25 02	0.2	103.15
2020 07 25 03	0.204	113.4
2020 07 25 04	0.187	120.87
2020 07 25 05	0.163	128.86
2020 07 25 06	0.132	131.7
2020 07 25 07	0.1	121.92
2020 07 25 08	0.091	94.24
2020 07 25 09	0.115	77.34
2020 07 25 10	0.142	78.89
2020 07 25 11	0.161	91.94
2020 07 25 12	0.182	110.68
2020 07 25 13	0.211	127.08
2020 07 25 14	0.233	139.14
2020 07 25 15	0.237	148.92
2020 07 25 16	0.225	159.61
2020 07 25 17	0.194	172.41
2020 07 25 18	0.133	187.0
2020 07 25 19	0.053	202.07
2020 07 25 20	0.028	29.86
2020 07 25 21	0.098	41.97
2020 07 25 22	0.155	52.69
2020 07 25 23	0.19	66.25
2020 07 26 00	0.206	80.07
2020 07 26 01	0.213	95.25
2020 07 26 02	0.219	109.11
2020 07 26 03	0.222	121.75
2020 07 26 04	0.221	134.85
2020 07 26 05	0.215	147.76
2020 07 26 06	0.184	157.78
2020 07 26 07	0.131	163.23
2020 07 26 08	0.072	155.47
2020 07 26 09	0.044	107.44
2020 07 26 10	0.068	74.24
2020 07 26 11	0.085	79.44
2020 07 26 12	0.091	99.73
2020 07 26 13	0.093	127.82
2020 07 26 14	0.098	155.84
2020 07 26 15	0.099	183.83
2020 07 26 16	0.107	210.41
2020 07 26 17	0.11	234.41
2020 07 26 18	0.1	264.26
2020 07 26 19	0.099	300.23
2020 07 26 20	0.116	332.01
2020 07 26 21	0.148	351.54
2020 07 26 22	0.182	0.01
2020 07 26 23	0.205	3.9
2020 07 27 00	0.201	8.01
2020 07 27 01	0.169	14.72
2020 07 27 02	0.126	28.86
2020 07 27 03	0.09	59.59
2020 07 27 04	0.094	106.16
2020 07 27 05	0.128	137.82
2020 07 27 06	0.163	156.86
2020 07 27 07	0.176	171.76
2020 07 27 08	0.159	184.96
2020 07 27 09	0.124	201.74
2020 07 27 10	0.088	228.65
2020 07 27 11	0.078	261.91
2020 07 27 12	0.08	275.0
2020 07 27 13	0.073	267.82
2020 07 27 14	0.064	243.73
2020 07 27 15	0.07	214.27
2020 07 27 16	0.086	197.36
2020 07 27 17	0.092	192.43
2020 07 27 18	0.083	190.25
2020 07 27 19	0.065	184.33
2020 07 27 20	0.04	167.13
2020 07 27 21	0.023	90.31
2020 07 27 22	0.058	44.13
2020 07 27 23	0.094	41.4
2020 07 28 00	0.109	52.94
2020 07 28 01	0.113	74.57
2020 07 28 02	0.124	104.69
2020 07 28 03	0.162	130.47
2020 07 28 04	0.207	147.58
2020 07 28 05	0.239	161.01
2020 07 28 06	0.241	173.79
2020 07 28 07	0.208	189.35
2020 07 28 08	0.165	212.16
2020 07 28 09	0.138	246.22
2020 07 28 10	0.147	281.75
2020 07 28 11	0.165	309.3
2020 07 28 12	0.17	328.84
2020 07 28 13	0.15	340.53
2020 07 28 14	0.099	346.58
2020 07 28 15	0.049	339.71
2020 07 28 16	0.03	264.76
2020 07 28 17	0.068	239.43
2020 07 28 18	0.105	246.11
2020 07 28 19	0.137	258.27
2020 07 28 20	0.169	272.69
2020 07 28 21	0.206	286.83
2020 07 28 22	0.25	298.57
2020 07 28 23	0.29	308.09
2020 07 29 00	0.255	323.12
2020 07 29 01	0.258	331.35
2020 07 29 02	0.24	336.75
2020 07 29 03	0.202	338.91
2020 07 29 04	0.157	336.42
2020 07 29 05	0.123	325.6
2020 07 29 06	0.111	306.66
2020 07 29 07	0.126	289.8
2020 07 29 08	0.153	281.51
2020 07 29 09	0.184	281.16
2020 07 29 10	0.221	284.84
2020 07 29 11	0.249	292.1
2020 07 29 12	0.274	301.11
2020 07 29 13	0.294	309.18
2020 07 29 14	0.302	315.1
2020 07 29 15	0.289	318.18
2020 07 29 16	0.263	319.27
2020 07 29 17	0.232	318.83
2020 07 29 18	0.203	317.4
2020 07 29 19	0.182	315.91
2020 07 29 20	0.166	314.25
2020 07 29 21	0.152	310.65
2020 07 29 22	0.144	301.49
2020 07 29 23	0.144	293.81
2020 07 30 00	0.155	294.51
2020 07 30 01	0.172	301.58
2020 07 30 02	0.193	310.23
2020 07 30 03	0.204	318.04
2020 07 30 04	0.2	323.18
2020 07 30 05	0.186	324.93
2020 07 30 06	0.168	321.7
2020 07 30 07	0.152	316.02
2020 07 30 08	0.135	309.86
2020 07 30 09	0.117	305.21
2020 07 30 10	0.098	302.38
2020 07 30 11	0.077	299.87
2020 07 30 12	0.069	299.88
2020 07 30 13	0.074	310.89
2020 07 30 14	0.086	328.51
2020 07 30 15	0.089	348.95
2020 07 30 16	0.059	26.01
2020 07 30 17	0.051	67.2
2020 07 30 18	0.054	112.25
2020 07 30 19	0.085	144.51
2020 07 30 20	0.128	161.12
2020 07 30 21	0.189	170.97
2020 07 30 22	0.205	176.47
2020 07 30 23	0.173	184.49
2020 07 31 00	0.12	229.08
2020 07 31 01	0.129	271.79
2020 07 31 02	0.135	305.43
2020 07 31 03	0.124	341.83
2020 07 31 04	0.126	22.36
2020 07 31 05	0.146	58.69
2020 07 31 06	0.183	88.7
2020 07 31 07	0.229	112.04
2020 07 31 08	0.273	130.64
2020 07 31 09	0.307	147.03
2020 07 31 10	0.311	159.89
2020 07 31 11	0.257	171.55
2020 07 31 12	0.168	191.48
2020 07 31 13	0.099	228.59
2020 07 31 14	0.058	281.21
2020 07 31 15	0.052	353.91
2020 07 31 16	0.076	38.28
2020 07 31 17	0.094	68.08
2020 07 31 18	0.111	97.65
2020 07 31 19	0.145	122.82
2020 07 31 20	0.186	137.95
2020 07 31 21	0.211	145.94
2020 07 31 22	0.202	153.11
2020 07 31 23	0.175	160.25
2020 08 01 00	0.144	162.23
2020 08 01 01	0.114	152.86
2020 08 01 02	0.104	128.17
2020 08 01 03	0.132	104.62
2020 08 01 04	0.182	95.48
2020 08 01 05	0.23	97.6
2020 08 01 06	0.263	103.59
2020 08 01 07	0.28	112.21
2020 08 01 08	0.282	122.36
2020 08 01 09	0.275	132.0
2020 08 01 10	0.254	135.89
2020 08 01 11	0.224	133.64
2020 08 01 12	0.195	125.25
2020 08 01 13	0.186	113.62
2020 08 01 14	0.2	103.1
2020 08 01 15	0.229	97.13
2020 08 01 16	0.261	94.29
2020 08 01 17	0.284	95.99
2020 08 01 18	0.296	100.86
2020 08 01 19	0.295	108.36
2020 08 01 20	0.284	117.19
2020 08 01 21	0.264	125.6
2020 08 01 22	0.241	131.46
2020 08 01 23	0.213	134.61
2020 08 02 00	0.179	127.02
2020 08 02 01	0.158	120.23
2020 08 02 02	0.15	108.49
2020 08 02 03	0.16	96.02
2020 08 02 04	0.18	87.39
2020 08 02 05	0.2	83.91
2020 08 02 06	0.208	86.36
2020 08 02 07	0.201	94.77
2020 08 02 08	0.188	109.14
2020 08 02 09	0.179	126.99
2020 08 02 10	0.172	144.36
2020 08 02 11	0.159	158.6
2020 08 02 12	0.135	170.51
2020 08 02 13	0.094	182.18
2020 08 02 14	0.045	198.82
2020 08 02 15	0.017	330.29
2020 08 02 16	0.073	9.68
2020 08 02 17	0.123	19.98
2020 08 02 18	0.149	29.34
2020 08 02 19	0.145	38.83
2020 08 02 20	0.117	51.91
2020 08 02 21	0.077	73.37
2020 08 02 22	0.049	113.79
2020 08 02 23	0.044	160.0
2020 08 03 00	0.067	188.22
2020 08 03 01	0.058	197.45
2020 08 03 02	0.032	215.48
2020 08 03 03	0.01	312.01
2020 08 03 04	0.042	15.43
2020 08 03 05	0.083	26.43
2020 08 03 06	0.114	34.06
2020 08 03 07	0.123	41.78
2020 08 03 08	0.103	50.95
2020 08 03 09	0.06	65.6
2020 08 03 10	0.026	139.53
2020 08 03 11	0.064	208.89
2020 08 03 12	0.103	227.63
2020 08 03 13	0.121	241.87
2020 08 03 14	0.122	261.47
2020 08 03 15	0.128	287.13
2020 08 03 16	0.151	311.25
2020 08 03 17	0.186	330.16
2020 08 03 18	0.214	343.8
2020 08 03 19	0.216	353.42
2020 08 03 20	0.186	0.38
2020 08 03 21	0.136	4.3
2020 08 03 22	0.086	2.14
2020 08 03 23	0.05	341.8
2020 08 04 00	0.01	1.46
2020 08 04 01	0.006	195.07
2020 08 04 02	0.031	185.05
2020 08 04 03	0.033	191.88
2020 08 04 04	0.024	209.08
2020 08 04 05	0.017	285.69
2020 08 04 06	0.045	340.78
2020 08 04 07	0.074	350.85
2020 08 04 08	0.086	351.41
2020 08 04 09	0.077	343.63
2020 08 04 10	0.066	324.46
2020 08 04 11	0.074	301.01
2020 08 04 12	0.096	289.54
2020 08 04 13	0.117	288.93
2020 08 04 14	0.134	293.63
2020 08 04 15	0.145	301.18
2020 08 04 16	0.161	309.1
2020 08 04 17	0.175	316.29
2020 08 04 18	0.191	322.77
2020 08 04 19	0.208	328.12
2020 08 04 20	0.213	332.12
2020 08 04 21	0.205	333.09
2020 08 04 22	0.188	330.92
2020 08 04 23	0.18	329.1
2020 08 05 00	0.124	335.92
2020 08 05 01	0.088	330.15
2020 08 05 02	0.057	314.54
2020 08 05 03	0.046	279.08
2020 08 05 04	0.062	259.38
2020 08 05 05	0.081	265.58
2020 08 05 06	0.09	285.34
2020 08 05 07	0.093	309.81
2020 08 05 08	0.09	330.37
2020 08 05 09	0.069	338.28
2020 08 05 10	0.037	312.95
2020 08 05 11	0.056	243.63
2020 08 05 12	0.11	231.84
2020 08 05 13	0.158	235.43
2020 08 05 14	0.191	243.94
2020 08 05 15	0.217	256.65
2020 08 05 16	0.242	270.46
2020 08 05 17	0.264	285.4
2020 08 05 18	0.269	302.1
2020 08 05 19	0.256	321.51
2020 08 05 20	0.232	343.41
2020 08 05 21	0.202	5.91
2020 08 05 22	0.167	28.21
2020 08 05 23	0.133	52.92
2020 08 06 00	0.11	82.62
2020 08 06 01	0.108	115.76
2020 08 06 02	0.125	142.69
2020 08 06 03	0.143	161.64
2020 08 06 04	0.14	179.17
2020 08 06 05	0.119	203.78
2020 08 06 06	0.1	240.89
2020 08 06 07	0.107	281.27
2020 08 06 08	0.126	309.16
2020 08 06 09	0.137	325.89
2020 08 06 10	0.131	333.18
2020 08 06 11	0.112	332.28
2020 08 06 12	0.096	323.6
2020 08 06 13	0.093	316.03
2020 08 06 14	0.091	315.52
2020 08 06 15	0.082	317.31
2020 08 06 16	0.072	315.2
2020 08 06 17	0.074	313.01
2020 08 06 18	0.087	320.44
2020 08 06 19	0.106	341.16
2020 08 06 20	0.131	10.06
2020 08 06 21	0.146	35.17
2020 08 06 22	0.126	58.54
2020 08 06 23	0.114	90.01
2020 08 07 00	0.138	119.0
2020 08 07 01	0.177	138.0
2020 08 07 02	0.201	148.66
2020 08 07 03	0.19	157.61
2020 08 07 04	0.147	170.98
2020 08 07 05	0.088	199.11
2020 08 07 06	0.059	262.59
2020 08 07 07	0.072	325.01
2020 08 07 08	0.101	7.65
2020 08 07 09	0.131	39.43
2020 08 07 10	0.157	69.01
2020 08 07 11	0.197	97.11
2020 08 07 12	0.247	116.04
2020 08 07 13	0.266	128.02
2020 08 07 14	0.246	137.34
2020 08 07 15	0.198	142.84
2020 08 07 16	0.14	142.89
2020 08 07 17	0.096	128.77
2020 08 07 18	0.099	98.44
2020 08 07 19	0.148	82.5
2020 08 07 20	0.204	80.57
2020 08 07 21	0.245	86.14
2020 08 07 22	0.271	95.61
2020 08 07 23	0.285	105.99
2020 08 08 00	0.278	116.36
2020 08 08 01	0.25	127.87
2020 08 08 02	0.213	142.43
2020 08 08 03	0.18	159.91
2020 08 08 04	0.141	173.41
2020 08 08 05	0.084	179.78
2020 08 08 06	0.032	147.74
2020 08 08 07	0.061	72.36
2020 08 08 08	0.111	65.96
2020 08 08 09	0.139	71.89
2020 08 08 10	0.143	87.05
2020 08 08 11	0.141	111.06
2020 08 08 12	0.148	138.2
2020 08 08 13	0.156	161.21
2020 08 08 14	0.155	182.42
2020 08 08 15	0.15	203.32
2020 08 08 16	0.145	226.48
2020 08 08 17	0.145	251.03
2020 08 08 18	0.146	278.94
2020 08 08 19	0.154	314.49
2020 08 08 20	0.183	349.33
2020 08 08 21	0.221	13.83
2020 08 08 22	0.237	30.94
2020 08 08 23	0.224	45.09
2020 08 09 00	0.203	62.08
2020 08 09 01	0.191	82.07
2020 08 09 02	0.184	100.25
2020 08 09 03	0.181	115.08
2020 08 09 04	0.172	126.23
2020 08 09 05	0.154	134.46
2020 08 09 06	0.128	138.48
2020 08 09 07	0.107	132.74
2020 08 09 08	0.102	113.02
2020 08 09 09	0.127	98.06
2020 08 09 10	0.159	96.03
2020 08 09 11	0.178	102.19
2020 08 09 12	0.182	113.17
2020 08 09 13	0.178	128.22
2020 08 09 14	0.176	144.43
2020 08 09 15	0.176	159.49
2020 08 09 16	0.174	171.38
2020 08 09 17	0.16	179.2
2020 08 09 18	0.127	181.22
2020 08 09 19	0.082	167.25
2020 08 09 20	0.069	118.11
2020 08 09 21	0.12	86.55
2020 08 09 22	0.18	81.31
2020 08 09 23	0.218	85.75
2020 08 10 00	0.238	94.78
2020 08 10 01	0.245	105.11
2020 08 10 02	0.237	115.51
2020 08 10 03	0.221	126.6
2020 08 10 04	0.206	138.38
2020 08 10 05	0.203	147.49
2020 08 10 06	0.205	149.55
2020 08 10 07	0.201	143.86
2020 08 10 08	0.195	133.32
2020 08 10 09	0.198	119.92
2020 08 10 10	0.218	109.17
2020 08 10 11	0.246	105.04
2020 08 10 12	0.263	107.6
2020 08 10 13	0.264	115.2
2020 08 10 14	0.252	125.19
2020 08 10 15	0.236	135.69
2020 08 10 16	0.218	146.74
2020 08 10 17	0.212	157.87
2020 08 10 18	0.209	163.32
2020 08 10 19	0.199	159.66
2020 08 10 20	0.175	150.24
2020 08 10 21	0.158	133.84
2020 08 10 22	0.155	113.36
2020 08 10 23	0.172	97.93
2020 08 11 00	0.188	92.66
2020 08 11 01	0.187	95.09
2020 08 11 02	0.173	101.5
2020 08 11 03	0.155	109.33
2020 08 11 04	0.142	115.69
2020 08 11 05	0.137	119.05
2020 08 11 06	0.143	120.63
2020 08 11 07	0.157	120.97
2020 08 11 08	0.168	118.9
2020 08 11 09	0.17	111.03
2020 08 11 10	0.179	102.91
2020 08 11 11	0.197	101.69
2020 08 11 12	0.209	105.71
2020 08 11 13	0.195	111.23
2020 08 11 14	0.156	114.83
2020 08 11 15	0.111	124.26
2020 08 11 16	0.065	154.42
2020 08 11 17	0.033	202.45
2020 08 11 18	0.028	304.21
2020 08 11 19	0.057	348.26
2020 08 11 20	0.085	11.71
2020 08 11 21	0.115	33.91
2020 08 11 22	0.144	53.6
2020 08 11 23	0.177	66.37
2020 08 12 00	0.199	75.7
2020 08 12 01	0.211	85.83
2020 08 12 02	0.2	96.77
2020 08 12 03	0.178	108.56
2020 08 12 04	0.169	122.9
2020 08 12 05	0.167	137.15
2020 08 12 06	0.171	147.4
2020 08 12 07	0.168	151.14
2020 08 12 08	0.155	150.35
2020 08 12 09	0.138	144.21
2020 08 12 10	0.125	130.25
2020 08 12 11	0.137	108.73
2020 08 12 12	0.184	94.94
2020 08 12 13	0.233	93.13
2020 08 12 14	0.26	96.77
2020 08 12 15	0.262	104.06
2020 08 12 16	0.249	113.17
2020 08 12 17	0.237	121.24
2020 08 12 18	0.235	123.92
2020 08 12 19	0.24	121.92
2020 08 12 20	0.249	117.0
2020 08 12 21	0.249	110.94
2020 08 12 22	0.249	104.46
2020 08 12 23	0.252	100.81
2020 08 13 00	0.26	96.86
2020 08 13 01	0.296	97.76
2020 08 13 02	0.304	99.84
2020 08 13 03	0.276	102.54
2020 08 13 04	0.229	105.96
2020 08 13 05	0.181	110.41
2020 08 13 06	0.15	114.94
2020 08 13 07	0.135	115.86
2020 08 13 08	0.124	112.24
2020 08 13 09	0.124	105.98
2020 08 13 10	0.144	104.08
2020 08 13 11	0.18	105.14
2020 08 13 12	0.214	105.15
2020 08 13 13	0.233	104.65
2020 08 13 14	0.232	104.98
2020 08 13 15	0.211	107.41
2020 08 13 16	0.181	115.3
2020 08 13 17	0.162	130.17
2020 08 13 18	0.149	144.43
2020 08 13 19	0.116	152.48
2020 08 13 20	0.059	148.92
2020 08 13 21	0.027	96.49
2020 08 13 22	0.054	67.29
2020 08 13 23	0.097	75.1
2020 08 14 00	0.145	81.25
2020 08 14 01	0.177	82.47
2020 08 14 02	0.186	82.51
2020 08 14 03	0.169	81.77
2020 08 14 04	0.138	80.8
2020 08 14 05	0.11	82.13
2020 08 14 06	0.091	89.37
2020 08 14 07	0.079	97.23
2020 08 14 08	0.074	97.83
2020 08 14 09	0.071	94.9
2020 08 14 10	0.078	94.49
2020 08 14 11	0.085	95.45
2020 08 14 12	0.077	90.81
2020 08 14 13	0.06	69.75
2020 08 14 14	0.061	31.5
2020 08 14 15	0.083	9.72
2020 08 14 16	0.102	3.47
2020 08 14 17	0.109	2.75
2020 08 14 18	0.109	2.21
2020 08 14 19	0.107	359.59
2020 08 14 20	0.108	358.03
2020 08 14 21	0.11	358.62
2020 08 14 22	0.113	1.72
2020 08 14 23	0.112	8.37
2020 08 15 00	0.114	16.33
2020 08 15 01	0.119	20.17
2020 08 15 02	0.117	20.47
2020 08 15 03	0.105	18.81
2020 08 15 04	0.091	14.59
2020 08 15 05	0.071	13.09
2020 08 15 06	0.041	17.15
2020 08 15 07	0.012	52.66
2020 08 15 08	0.024	144.75
2020 08 15 09	0.037	147.9
2020 08 15 10	0.044	141.34
2020 08 15 11	0.056	130.76
2020 08 15 12	0.071	117.72
2020 08 15 13	0.085	107.83
2020 08 15 14	0.103	103.39
2020 08 15 15	0.121	104.73
2020 08 15 16	0.134	110.48
2020 08 15 17	0.145	119.78
2020 08 15 18	0.151	130.24
2020 08 15 19	0.152	140.61
2020 08 15 20	0.143	149.33
2020 08 15 21	0.115	152.77
2020 08 15 22	0.084	148.54
2020 08 15 23	0.057	131.42
2020 08 16 00	0.044	89.75
2020 08 16 01	0.058	53.02
2020 08 16 02	0.08	40.79
2020 08 16 03	0.104	39.08
2020 08 16 04	0.121	45.62
2020 08 16 05	0.128	57.38
2020 08 16 06	0.131	74.41
2020 08 16 07	0.133	94.66
2020 08 16 08	0.144	113.14
2020 08 16 09	0.161	125.89
2020 08 16 10	0.18	133.38
2020 08 16 11	0.191	137.93
2020 08 16 12	0.194	140.41
2020 08 16 13	0.189	141.88
2020 08 16 14	0.178	142.35
2020 08 16 15	0.164	140.47
2020 08 16 16	0.148	134.49
2020 08 16 17	0.138	125.64
2020 08 16 18	0.139	118.21
2020 08 16 19	0.145	114.79
2020 08 16 20	0.145	115.12
2020 08 16 21	0.143	118.09
2020 08 16 22	0.134	119.67
2020 08 16 23	0.119	116.62
2020 08 17 00	0.108	108.1
2020 08 17 01	0.104	95.93
2020 08 17 02	0.107	84.07
2020 08 17 03	0.111	74.92
2020 08 17 04	0.116	68.28
2020 08 17 05	0.118	64.98
2020 08 17 06	0.111	67.42
2020 08 17 07	0.097	83.03
2020 08 17 08	0.088	107.84
2020 08 17 09	0.084	132.56
2020 08 17 10	0.079	153.67
2020 08 17 11	0.068	169.87
2020 08 17 12	0.05	183.19
2020 08 17 13	0.022	195.01
2020 08 17 14	0.017	0.44
2020 08 17 15	0.064	10.87
2020 08 17 16	0.11	12.61
2020 08 17 17	0.147	14.21
2020 08 17 18	0.161	18.18
2020 08 17 19	0.142	30.1
2020 08 17 20	0.119	52.94
2020 08 17 21	0.106	78.08
2020 08 17 22	0.101	101.94
2020 08 17 23	0.106	113.86
2020 08 18 00	0.109	117.93
2020 08 18 01	0.104	114.85
2020 08 18 02	0.096	110.75
2020 08 18 03	0.09	106.09
2020 08 18 04	0.088	97.16
2020 08 18 05	0.089	84.26
2020 08 18 06	0.094	74.11
2020 08 18 07	0.091	73.58
2020 08 18 08	0.078	86.31
2020 08 18 09	0.061	112.71
2020 08 18 10	0.056	147.84
2020 08 18 11	0.057	178.86
2020 08 18 12	0.05	206.93
2020 08 18 13	0.043	255.35
2020 08 18 14	0.063	302.31
2020 08 18 15	0.099	323.65
2020 08 18 16	0.134	335.37
2020 08 18 17	0.16	343.04
2020 08 18 18	0.17	349.25
2020 08 18 19	0.159	355.73
2020 08 18 20	0.13	358.28
2020 08 18 21	0.091	355.05
2020 08 18 22	0.057	343.01
2020 08 18 23	0.041	330.12
2020 08 19 00	0.03	356.58
2020 08 19 01	0.039	6.2
2020 08 19 02	0.055	13.82
2020 08 19 03	0.071	21.74
2020 08 19 04	0.085	30.34
2020 08 19 05	0.097	38.9
2020 08 19 06	0.108	47.75
2020 08 19 07	0.105	59.2
2020 08 19 08	0.093	77.17
2020 08 19 09	0.082	103.43
2020 08 19 10	0.08	134.99
2020 08 19 11	0.085	165.21
2020 08 19 12	0.093	193.09
2020 08 19 13	0.094	217.39
2020 08 19 14	0.091	252.31
2020 08 19 15	0.106	292.09
2020 08 19 16	0.141	323.09
2020 08 19 17	0.183	346.74
2020 08 19 18	0.213	6.73
2020 08 19 19	0.195	33.69
2020 08 19 20	0.183	56.13
2020 08 19 21	0.165	76.26
2020 08 19 22	0.152	103.19
2020 08 19 23	0.152	130.89
2020 08 20 00	0.178	150.79
2020 08 20 01	0.198	155.62
2020 08 20 02	0.214	158.12
2020 08 20 03	0.222	159.01
2020 08 20 04	0.2	157.21
2020 08 20 05	0.146	151.63
2020 08 20 06	0.087	133.33
2020 08 20 07	0.074	89.26
2020 08 20 08	0.109	78.39
2020 08 20 09	0.135	93.23
2020 08 20 10	0.159	113.08
2020 08 20 11	0.182	130.04
2020 08 20 12	0.196	141.1
2020 08 20 13	0.197	147.53
2020 08 20 14	0.178	149.05
2020 08 20 15	0.152	145.75
2020 08 20 16	0.12	136.82
2020 08 20 17	0.085	113.93
2020 08 20 18	0.091	68.0
2020 08 20 19	0.143	46.49
2020 08 20 20	0.18	45.71
2020 08 20 21	0.186	53.73
2020 08 20 22	0.172	70.96
2020 08 20 23	0.169	93.94
2020 08 21 00	0.191	115.93
2020 08 21 01	0.211	126.1
2020 08 21 02	0.215	131.95
2020 08 21 03	0.19	134.33
2020 08 21 04	0.145	130.72
2020 08 21 05	0.115	113.73
2020 08 21 06	0.121	91.26
2020 08 21 07	0.149	79.5
2020 08 21 08	0.171	78.82
2020 08 21 09	0.172	86.27
2020 08 21 10	0.16	102.49
2020 08 21 11	0.158	125.74
2020 08 21 12	0.174	144.57
2020 08 21 13	0.176	155.9
2020 08 21 14	0.153	164.52
2020 08 21 15	0.117	171.68
2020 08 21 16	0.071	173.59
2020 08 21 17	0.022	141.77
2020 08 21 18	0.052	50.52
2020 08 21 19	0.111	48.34
2020 08 21 20	0.159	54.73
2020 08 21 21	0.185	63.67
2020 08 21 22	0.186	76.25
2020 08 21 23	0.178	94.06
2020 08 22 00	0.186	117.25
2020 08 22 01	0.207	132.01
2020 08 22 02	0.224	141.32
2020 08 22 03	0.223	147.24
2020 08 22 04	0.194	150.67
2020 08 22 05	0.137	150.26
2020 08 22 06	0.074	135.51
2020 08 22 07	0.059	84.21
2020 08 22 08	0.101	63.66
2020 08 22 09	0.138	70.57
2020 08 22 10	0.154	89.55
2020 08 22 11	0.176	115.1
2020 08 22 12	0.213	134.28
2020 08 22 13	0.24	145.38
2020 08 22 14	0.241	152.98
2020 08 22 15	0.21	159.85
2020 08 22 16	0.154	167.43
2020 08 22 17	0.082	173.91
2020 08 22 18	0.009	120.83
2020 08 22 19	0.074	28.2
2020 08 22 20	0.134	38.25
2020 08 22 21	0.165	50.07
2020 08 22 22	0.176	65.07
2020 08 22 23	0.178	82.47
2020 08 23 00	0.192	106.17
2020 08 23 01	0.206	120.45
2020 08 23 02	0.215	128.74
2020 08 23 03	0.21	133.08
2020 08 23 04	0.187	133.07
2020 08 23 05	0.154	126.87
2020 08 23 06	0.129	111.16
2020 08 23 07	0.13	91.66
2020 08 23 08	0.155	81.0
2020 08 23 09	0.174	80.03
2020 08 23 10	0.173	86.28
2020 08 23 11	0.154	101.52
2020 08 23 12	0.138	125.56
2020 08 23 13	0.139	148.96
2020 08 23 14	0.141	164.82
2020 08 23 15	0.131	175.57
2020 08 23 16	0.101	185.59
2020 08 23 17	0.055	200.0
2020 08 23 18	0.013	297.3
2020 08 23 19	0.062	14.2
2020 08 23 20	0.114	32.49
2020 08 23 21	0.153	44.99
2020 08 23 22	0.168	54.35
2020 08 23 23	0.151	63.66
2020 08 24 00	0.118	75.69
2020 08 24 01	0.083	95.28
2020 08 24 02	0.066	120.54
2020 08 24 03	0.069	140.06
2020 08 24 04	0.071	145.67
2020 08 24 05	0.062	138.79
2020 08 24 06	0.053	120.36
2020 08 24 07	0.06	91.91
2020 08 24 08	0.089	75.04
2020 08 24 09	0.12	71.1
2020 08 24 10	0.136	73.36
2020 08 24 11	0.121	79.41
2020 08 24 12	0.079	94.88
2020 08 24 13	0.041	142.58
2020 08 24 14	0.05	210.63
