Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2022 11 14 12	1.16	6.6	14.66	335	0.0	180	0.94	12.59	344	0.68	4.3	317
2022 11 14 13	1.17	6.87	14.66	336	0.0	180	0.98	12.55	344	0.63	4.21	317
2022 11 14 14	1.17	7.13	14.66	337	0.0	180	1.01	12.45	344	0.59	4.13	317
2022 11 14 15	1.19	7.38	14.66	338	0.0	180	1.05	12.37	344	0.56	4.1	317
2022 11 14 16	1.2	7.61	14.66	338	0.01	91	1.08	12.23	343	0.53	4.08	317
2022 11 14 17	1.22	7.75	14.66	339	0.04	104	1.11	11.96	343	0.5	4.04	317
2022 11 14 18	1.23	7.36	13.32	339	0.09	97	1.13	7.57	334	0.47	15.28	6
2022 11 14 19	1.28	5.26	13.32	342	0.32	96	1.23	8.29	339	0.08	1.76	29
2022 11 14 20	1.32	5.18	13.32	346	0.46	92	1.23	8.46	339	0.08	3.27	36
2022 11 14 21	1.37	4.8	13.32	351	0.55	96	1.1	12.14	344	0.54	4.92	316
2022 11 14 22	1.35	5.18	13.32	350	0.35	107	1.09	12.01	344	0.55	5.1	315
2022 11 14 23	1.32	5.71	13.32	347	0.17	112	1.22	8.66	338	0.47	3.11	74
2022 11 15 00	1.31	6.18	13.32	345	0.02	150	1.22	8.7	337	0.46	2.95	75
2022 11 15 01	1.3	6.45	13.32	345	0.07	116	1.22	8.91	337	0.44	3.25	73
2022 11 15 02	1.29	6.69	13.32	345	0.04	192	1.21	9.0	337	0.44	3.25	72
2022 11 15 03	1.26	6.9	13.32	345	0.02	204	1.18	9.14	337	0.42	3.32	71
2022 11 15 04	1.22	6.99	13.32	345	0.05	195	1.15	9.38	338	0.4	3.4	70
2022 11 15 05	1.2	5.42	13.32	345	0.22	184	1.12	9.7	338	0.37	3.43	70
2022 11 15 06	1.2	5.64	13.32	343	0.3	188	1.1	10.04	339	0.35	3.44	71
2022 11 15 07	1.21	5.11	13.32	344	0.36	182	1.09	10.29	339	0.37	3.2	72
2022 11 15 08	1.18	7.18	13.32	345	0.36	304	0.94	11.45	337	0.48	15.62	7
2022 11 15 09	1.27	7.13	14.66	343	0.36	298	1.1	12.54	344	0.37	7.34	312
2022 11 15 10	1.55	6.6	14.66	335	0.88	305	1.14	13.31	347	0.41	8.91	333
2022 11 15 11	1.82	6.1	14.66	330	0.98	302	1.18	13.55	347	0.71	7.65	317
2022 11 15 12	1.89	6.69	14.66	330	0.09	267	1.43	5.7	317	1.43	16.03	347
2022 11 15 13	1.92	7.16	14.66	331	0.0	180	1.47	5.92	318	1.47	16.26	348
2022 11 15 14	1.87	7.37	14.66	332	0.0	180	1.24	13.53	348	1.22	5.5	313
2022 11 15 15	1.85	7.33	14.66	333	0.03	276	1.25	13.52	348	1.16	5.32	313
2022 11 15 16	2.0	6.67	14.66	330	0.17	281	1.39	5.37	314	1.39	14.79	348
2022 11 15 17	2.28	6.06	14.66	327	1.7	313	1.04	14.24	357	0.78	12.26	331
2022 11 15 18	2.24	6.43	13.32	330	0.31	279	1.05	14.13	358	0.81	12.25	331
2022 11 15 19	2.16	6.96	13.32	332	0.0	180	1.36	13.22	348	1.34	6.31	332
2022 11 15 20	2.15	7.29	13.32	333	0.0	180	1.47	12.73	347	1.24	6.28	330
2022 11 15 21	2.09	7.56	13.32	335	0.03	249	1.59	12.13	346	1.34	5.59	319
2022 11 15 22	2.03	7.91	13.32	336	0.01	217	2.02	7.95	336	0.02	4.42	81
2022 11 15 23	2.0	8.19	13.32	337	0.02	197	2.0	8.23	337	0.02	4.41	80
2022 11 16 00	1.99	8.38	13.32	337	0.0	180	1.99	8.39	337	0.01	4.35	83
2022 11 16 01	1.99	8.56	13.32	338	0.0	180	1.99	8.56	338	0.0	28.57	49
2022 11 16 02	2.0	8.76	13.32	338	0.0	180	2.0	8.76	338	0.01	4.72	85
2022 11 16 03	2.0	8.93	13.32	339	0.0	180	2.0	8.93	339	0.01	4.77	85
2022 11 16 04	2.02	9.11	13.32	340	0.0	180	2.02	9.11	340	0.0	1.0	180
2022 11 16 05	2.05	9.31	13.32	340	0.0	180	2.05	9.31	340	0.0	1.0	180
2022 11 16 06	2.1	9.54	13.32	341	0.0	180	1.55	7.95	327	1.55	15.04	358
2022 11 16 07	2.17	9.78	14.66	342	0.0	180	1.55	8.03	327	1.55	14.35	358
2022 11 16 08	2.23	10.05	14.66	343	0.01	120	1.61	14.15	358	1.55	8.15	327
2022 11 16 09	2.3	10.34	14.66	344	0.01	115	2.3	10.37	344	0.02	1.94	72
2022 11 16 10	2.37	10.62	14.66	345	0.02	98	2.37	10.67	345	0.01	1.71	45
2022 11 16 11	2.44	10.86	14.66	346	0.02	92	2.44	10.91	346	0.01	1.71	40
2022 11 16 12	2.5	11.04	14.66	347	0.0	180	2.5	11.04	347	0.0	1.0	180
2022 11 16 13	2.54	11.18	14.66	347	0.0	180	2.54	11.18	347	0.0	1.0	180
2022 11 16 14	2.56	11.21	14.66	348	0.08	266	2.55	11.43	348	0.0	7.11	185
2022 11 16 15	2.57	9.76	14.66	348	0.19	233	2.56	11.52	348	0.02	2.29	290
2022 11 16 16	2.57	9.66	16.12	348	0.28	230	2.55	11.58	348	0.13	2.36	296
2022 11 16 17	2.56	10.72	16.12	348	0.11	236	2.55	11.23	348	0.03	2.93	197
2022 11 16 18	2.6	10.91	16.12	347	0.09	278	2.6	11.19	347	0.03	2.12	210
2022 11 16 19	2.75	10.25	16.12	346	0.24	297	2.74	10.99	346	0.0	3.86	250
2022 11 16 20	2.99	9.55	16.12	344	0.45	295	2.95	10.66	345	0.0	5.65	240
2022 11 16 21	3.26	8.69	16.12	340	1.67	314	2.8	12.45	349	0.06	3.81	8
2022 11 16 22	3.29	8.4	16.12	340	0.9	303	3.16	10.02	343	0.01	6.21	261
2022 11 16 23	3.23	8.28	14.66	340	1.03	304	3.06	10.1	343	0.01	6.83	260
2022 11 17 00	3.16	8.12	14.66	339	1.19	306	2.74	10.8	348	1.01	8.15	316
2022 11 17 01	3.04	8.43	14.66	340	0.05	249	2.69	10.16	349	1.42	5.89	310
2022 11 17 02	2.98	8.68	14.66	341	0.0	180	2.98	8.68	341	0.0	27.11	82
2022 11 17 03	2.9	8.93	14.66	343	0.0	225	2.9	8.96	343	0.0	27.11	82
2022 11 17 04	2.8	9.28	14.66	344	0.02	250	2.8	9.33	344	0.0	27.11	82
2022 11 17 05	2.73	9.35	14.66	344	0.33	293	2.71	10.05	345	0.0	27.11	82
2022 11 17 06	2.68	9.23	14.66	343	0.28	290	2.66	9.83	344	0.0	26.93	79
2022 11 17 07	2.62	9.23	14.66	342	0.02	250	2.62	9.29	342	0.0	26.93	79
2022 11 17 08	2.52	9.21	14.66	342	0.18	290	2.51	9.59	342	0.01	3.5	263
2022 11 17 09	2.41	9.35	14.66	342	0.01	235	1.78	7.81	329	1.78	15.15	358
2022 11 17 10	2.35	9.32	13.32	341	0.12	300	1.75	8.08	329	1.75	15.61	358
2022 11 17 11	2.32	8.73	13.32	340	0.48	313	2.27	10.12	341	0.02	4.67	274
2022 11 17 12	2.36	7.73	13.32	338	0.63	296	2.27	9.23	341	0.0	25.79	79
2022 11 17 13	2.46	7.35	13.32	335	0.73	298	2.34	9.07	339	0.01	7.46	253
2022 11 17 14	3.05	6.79	13.32	330	2.57	320	1.63	12.3	356	0.07	3.48	17
2022 11 17 15	3.27	6.77	13.32	330	2.25	312	1.92	12.27	347	1.38	7.27	345
2022 11 17 16	2.89	6.7	13.32	331	1.53	303	2.45	8.75	342	0.0	24.56	80
2022 11 17 17	2.57	6.96	13.32	333	0.56	281	2.5	7.92	336	0.0	24.56	80
2022 11 17 18	2.39	7.26	13.32	335	0.46	282	2.35	8.35	337	0.0	24.49	79
2022 11 17 19	2.3	7.48	13.32	336	0.33	274	2.28	8.33	337	0.0	24.5	79
2022 11 17 20	2.23	7.37	13.32	336	0.45	287	2.19	8.57	337	0.0	24.5	79
2022 11 17 21	2.18	7.09	12.11	335	0.47	286	2.13	8.41	337	0.0	24.5	79
2022 11 17 22	2.15	7.06	12.11	335	0.34	277	2.12	7.97	336	0.0	24.5	79
2022 11 17 23	2.1	7.05	12.11	335	0.32	277	2.07	7.88	336	0.0	24.28	78
2022 11 18 00	2.04	7.01	12.11	335	0.25	270	2.03	7.66	335	0.0	23.68	79
2022 11 18 01	1.99	6.95	12.11	335	0.26	274	1.97	7.63	336	0.0	23.68	79
2022 11 18 02	1.92	7.03	12.11	336	0.18	267	1.91	7.52	336	0.0	23.68	79
2022 11 18 03	1.88	6.69	12.11	336	0.39	291	1.83	7.89	337	0.0	23.68	79
2022 11 18 04	1.83	6.72	12.11	336	0.26	276	1.81	7.56	337	0.0	23.68	79
2022 11 18 05	1.81	6.61	12.11	336	0.27	275	1.79	7.49	337	0.0	23.68	79
2022 11 18 06	1.79	6.71	12.11	336	0.2	266	1.77	7.32	337	0.0	23.68	79
2022 11 18 07	1.77	6.22	12.11	336	0.36	280	1.73	7.41	338	0.0	23.68	79
2022 11 18 08	1.78	5.71	12.11	334	0.59	288	1.68	7.6	339	0.0	23.68	79
2022 11 18 09	1.79	5.26	12.11	332	0.7	283	1.65	7.55	339	0.0	23.68	79
2022 11 18 10	1.77	5.31	12.11	332	0.66	278	1.64	7.52	338	0.0	23.68	79
2022 11 18 11	1.79	5.28	12.11	331	0.77	288	1.61	7.72	339	0.0	23.43	79
2022 11 18 12	1.78	5.31	12.11	331	0.79	291	1.59	7.77	340	0.0	23.43	79
2022 11 18 13	1.75	5.57	12.11	333	0.68	291	1.61	7.78	339	0.0	23.43	79
2022 11 18 14	1.87	5.56	12.11	330	0.95	300	1.6	8.16	340	0.0	23.43	79
2022 11 18 15	2.14	5.56	12.11	327	1.2	301	1.38	6.59	336	1.38	14.51	344
2022 11 18 16	2.07	5.63	12.11	329	0.76	285	1.56	6.16	330	1.56	16.27	344
2022 11 18 17	2.07	5.9	12.11	330	0.58	278	1.24	6.72	340	1.24	12.47	344
2022 11 18 18	2.16	6.29	8.27	332	0.42	268	1.48	7.25	340	1.1	5.74	312
2022 11 18 19	2.2	6.23	8.27	332	0.49	267	1.88	6.71	331	1.04	12.17	346
2022 11 18 20	2.35	6.26	9.1	332	0.77	287	2.22	7.78	337	0.01	4.92	186
2022 11 18 21	2.37	6.45	9.1	333	0.55	274	1.98	6.81	330	1.18	11.65	352
2022 11 18 22	2.48	6.55	9.1	333	0.88	298	2.32	7.89	338	0.0	23.43	79
2022 11 18 23	2.92	6.39	9.1	332	2.55	328	1.39	11.33	350	0.21	10.01	301
2022 11 19 00	2.94	6.35	9.1	333	1.91	314	2.24	8.33	346	0.0	23.43	79
2022 11 19 01	2.82	6.45	10.01	335	1.22	303	2.54	7.75	342	0.0	9.1	262
2022 11 19 02	2.72	6.47	10.01	336	0.99	300	2.53	7.61	341	0.0	23.68	79
2022 11 19 03	2.97	6.28	10.01	334	2.56	326	1.5	9.38	358	0.0	12.82	269
2022 11 19 04	3.11	6.32	10.01	334	2.68	325	1.58	9.51	358	0.02	12.17	283
2022 11 19 05	3.1	6.35	10.01	335	2.58	325	1.7	9.45	357	0.02	12.18	283
2022 11 19 06	2.94	6.4	10.01	337	2.04	321	2.12	9.06	351	0.09	10.01	293
2022 11 19 07	2.74	6.42	10.01	339	1.66	319	2.17	8.74	350	0.08	9.1	293
2022 11 19 08	2.56	6.45	11.01	340	1.35	318	2.17	8.54	349	0.01	7.52	271
2022 11 19 09	2.45	6.43	11.01	341	1.28	319	2.08	8.55	349	0.04	7.52	283
2022 11 19 10	2.35	6.38	11.01	342	1.11	318	2.06	8.43	348	0.04	6.83	283
2022 11 19 11	2.22	6.54	11.01	343	0.41	296	2.18	7.28	344	0.0	4.24	250
2022 11 19 12	2.13	6.72	11.01	344	0.26	285	2.11	7.15	345	0.0	25.58	78
2022 11 19 13	2.05	6.81	12.11	345	0.29	289	2.03	7.39	346	0.0	25.79	79
2022 11 19 14	1.99	6.88	12.11	345	0.29	289	1.97	7.56	346	0.0	25.79	79
2022 11 19 15	1.95	6.76	12.11	345	0.36	292	1.91	7.75	347	0.0	25.79	79
2022 11 19 16	1.92	6.6	12.11	345	0.39	290	1.88	7.8	346	0.0	25.79	79
2022 11 19 17	1.89	6.73	12.11	344	0.31	281	1.86	7.67	346	0.0	25.79	79
2022 11 19 18	1.87	7.05	12.11	345	0.15	262	1.86	7.5	345	0.0	25.79	79
2022 11 19 19	1.84	7.38	12.11	345	0.1	253	1.63	7.0	341	0.84	14.73	0
2022 11 19 20	1.84	7.63	12.11	345	0.06	237	1.61	7.07	340	0.87	14.76	0
2022 11 19 21	1.83	7.84	13.32	345	0.05	224	1.37	6.51	335	1.37	14.78	358
2022 11 19 22	1.81	8.02	13.32	345	0.06	245	1.33	6.62	335	1.33	14.16	358
2022 11 19 23	1.8	8.25	13.32	346	0.03	218	1.8	8.35	346	0.0	25.78	79
2022 11 20 00	1.78	8.41	13.32	346	0.05	247	1.78	8.59	346	0.0	25.78	79
2022 11 20 01	1.77	8.35	13.32	346	0.06	237	1.76	8.56	346	0.0	25.78	79
2022 11 20 02	1.78	6.82	13.32	344	0.44	292	1.72	9.22	347	0.0	25.79	79
2022 11 20 03	1.85	6.17	13.32	340	0.62	292	1.63	10.03	349	0.6	5.3	320
2022 11 20 04	1.97	5.9	13.32	336	0.75	292	1.44	12.13	350	1.1	5.82	331
2022 11 20 05	2.11	5.97	13.32	334	0.84	294	1.33	12.73	353	1.08	6.45	339
2022 11 20 06	2.19	6.17	13.32	333	0.73	290	1.48	6.33	325	1.48	15.34	352
2022 11 20 07	2.15	6.31	13.32	333	0.62	290	1.6	6.46	326	1.6	15.65	352
2022 11 20 08	2.2	5.98	13.32	331	1.36	309	1.25	12.61	352	1.19	7.31	336
2022 11 20 09	2.24	5.93	13.32	331	1.35	310	1.31	7.18	335	1.31	13.49	352
2022 11 20 10	2.21	5.95	13.32	333	1.02	304	1.34	6.14	330	1.34	13.82	352
2022 11 20 11	2.08	6.17	13.32	335	0.36	283	1.49	5.44	325	1.49	15.47	351
2022 11 20 12	1.97	6.33	13.32	336	0.26	282	1.7	7.64	346	0.96	5.36	311
2022 11 20 13	1.89	6.57	13.32	338	0.12	271	1.88	6.79	338	0.0	24.5	79
2022 11 20 14	1.83	6.89	13.32	339	0.06	266	1.82	7.01	339	0.0	24.5	79
2022 11 20 15	1.79	7.18	13.32	340	0.06	292	1.79	7.28	340	0.0	24.56	80
2022 11 20 16	1.77	7.42	13.32	341	0.05	302	1.77	7.52	341	0.0	25.58	78
2022 11 20 17	1.76	7.66	13.32	342	0.0	180	1.76	7.66	342	0.0	25.78	79
2022 11 20 18	1.76	7.89	13.32	343	0.0	180	1.76	7.89	343	0.0	25.76	82
2022 11 20 19	1.77	8.1	13.32	343	0.0	180	1.77	8.1	343	0.0	26.93	79
2022 11 20 20	1.79	8.33	13.32	344	0.0	180	1.79	8.33	344	0.0	26.93	79
2022 11 20 21	1.83	8.59	13.32	345	0.02	211	1.83	8.65	345	0.0	26.93	79
2022 11 20 22	1.87	8.82	13.32	346	0.04	111	1.87	8.91	346	0.0	27.11	82
2022 11 20 23	1.93	8.42	14.66	347	0.13	98	1.92	9.21	347	0.0	26.96	85
2022 11 21 00	2.0	7.41	14.66	349	0.33	97	1.97	9.53	348	0.11	2.3	35
2022 11 21 01	2.07	7.17	14.66	351	0.46	90	1.9	9.5	345	0.64	16.83	14
2022 11 21 02	2.13	7.09	16.12	353	0.16	113	2.04	10.21	349	0.58	2.97	75
2022 11 21 03	2.16	7.28	16.12	354	0.0	180	1.66	9.25	343	1.66	22.27	1
2022 11 21 04	2.17	7.77	16.12	355	0.15	308	1.64	9.61	343	1.64	21.52	1
2022 11 21 05	2.17	8.26	16.12	355	0.02	264	1.64	9.52	343	1.64	21.09	1
2022 11 21 06	2.16	8.62	16.12	354	0.05	237	1.54	9.39	343	1.54	17.93	358
2022 11 21 07	2.17	8.75	16.12	352	0.67	314	1.99	12.1	352	0.53	3.77	64
2022 11 21 08	2.28	7.9	16.12	346	1.02	310	1.99	12.0	351	0.46	3.78	64
2022 11 21 09	2.74	7.54	14.66	338	0.68	296	2.63	9.08	339	0.33	4.06	64
2022 11 21 10	3.23	7.88	11.01	337	0.71	292	2.86	8.38	333	1.29	15.08	7
2022 11 21 11	3.6	7.63	11.01	335	2.97	323	1.53	11.75	354	1.33	14.96	7
2022 11 21 12	3.67	7.59	12.11	336	2.03	310	2.72	9.6	341	1.37	14.85	7
2022 11 21 13	3.74	7.68	12.11	336	2.49	316	2.26	10.05	348	1.42	14.78	7
2022 11 21 14	3.76	7.88	13.32	338	0.95	292	2.83	7.62	330	2.83	16.42	357
2022 11 21 15	3.78	8.01	12.11	339	1.47	300	2.48	12.74	358	2.45	8.04	334
2022 11 21 16	4.02	7.96	12.11	338	2.79	319	2.4	10.48	350	1.62	14.67	7
2022 11 21 17	4.11	8.01	12.11	340	1.32	294	3.48	8.61	340	1.72	14.67	7
2022 11 21 18	3.93	8.39	13.32	342	1.43	301	3.66	10.07	348	0.0	26.96	85
2022 11 21 19	3.83	8.71	13.32	343	0.89	291	3.73	9.9	346	0.0	26.96	85
2022 11 21 20	3.9	9.1	13.32	344	0.59	285	3.85	9.76	345	0.0	28.57	81
2022 11 21 21	3.87	9.36	13.32	345	0.31	278	3.86	9.62	345	0.0	28.57	81
2022 11 21 22	3.83	9.18	13.32	345	0.71	292	3.76	10.02	347	0.0	28.57	81
2022 11 21 23	3.82	9.23	14.66	346	0.58	287	3.78	9.97	347	0.0	7.75	185
2022 11 22 00	3.8	9.36	14.66	347	0.71	294	3.73	10.35	348	0.04	2.06	130
2022 11 22 01	3.79	9.69	14.66	348	0.41	284	3.77	10.24	349	0.0	4.56	185
2022 11 22 02	3.84	9.66	14.66	349	0.78	295	3.76	10.93	351	0.0	6.51	185
2022 11 22 03	3.89	9.78	14.66	351	0.82	295	3.81	11.29	353	0.0	7.11	185
2022 11 22 04	3.93	10.01	14.66	351	0.64	290	3.88	11.26	353	0.0	6.51	185
2022 11 22 05	3.92	10.04	14.66	352	0.73	294	3.85	11.43	353	0.0	5.96	185
2022 11 22 06	3.88	10.07	14.66	352	0.58	289	3.83	11.18	353	0.0	7.11	185
2022 11 22 07	3.79	10.42	14.66	352	0.36	284	3.77	11.03	352	0.0	4.99	185
2022 11 22 08	3.7	10.49	14.66	352	0.39	288	3.68	11.15	353	0.0	4.99	185
2022 11 22 09	3.62	10.4	14.66	352	0.48	292	3.58	11.26	353	0.01	3.8	185
2022 11 22 10	3.55	10.52	14.66	352	0.21	282	3.55	10.85	352	0.04	2.02	126
2022 11 22 11	3.48	10.65	14.66	352	0.0	180	3.48	10.65	352	0.0	1.0	180
2022 11 22 12	3.39	10.84	14.66	352	0.0	180	3.39	10.84	352	0.0	1.0	180
2022 11 22 13	3.31	11.03	14.66	353	0.0	180	2.98	10.34	347	1.44	17.3	15
2022 11 22 14	3.24	11.16	14.66	353	0.04	106	2.91	10.5	347	1.43	17.3	15
2022 11 22 15	3.19	11.2	16.12	353	0.06	103	2.27	15.37	7	2.23	9.33	339
2022 11 22 16	3.14	11.35	16.12	354	0.0	180	2.24	15.37	7	2.19	9.4	340
2022 11 22 17	3.09	11.4	16.12	354	0.03	240	2.21	15.34	7	2.16	9.51	340
2022 11 22 18	3.07	10.88	14.66	353	0.55	304	2.14	15.47	7	2.12	10.08	341
2022 11 22 19	3.1	10.31	14.66	351	0.02	210	2.81	9.7	346	1.3	17.13	15
2022 11 22 20	3.13	10.0	14.66	350	0.01	225	3.13	10.03	350	0.05	2.03	133
2022 11 22 21	3.14	10.07	14.66	349	0.01	205	3.13	10.11	349	0.0	28.57	81
2022 11 22 22	3.03	10.24	14.66	350	0.0	180	3.03	10.24	350	0.0	27.11	82
2022 11 22 23	2.89	10.35	14.66	350	0.03	103	2.89	10.38	350	0.0	27.11	82
2022 11 23 00	2.75	10.41	14.66	351	0.02	93	2.75	10.43	351	0.0	27.11	82
2022 11 23 01	2.63	10.44	14.66	351	0.0	180	2.63	10.44	351	0.0	26.93	79
2022 11 23 02	2.52	10.43	14.66	351	0.0	180	2.52	10.43	351	0.0	26.93	79
2022 11 23 03	2.45	10.27	13.32	350	0.07	291	2.45	10.43	350	0.0	26.93	79
2022 11 23 04	2.55	9.59	13.32	346	0.13	290	2.55	9.87	346	0.0	25.76	82
2022 11 23 05	2.9	8.46	13.32	341	0.38	298	2.88	9.11	342	0.05	4.24	273
2022 11 23 06	3.17	7.44	13.32	337	2.32	320	2.15	11.61	357	0.0	25.78	79
2022 11 23 07	3.2	7.05	13.32	334	1.81	307	2.63	9.45	347	0.0	25.78	79
2022 11 23 08	3.23	7.03	13.32	333	1.62	303	2.8	9.03	343	0.0	11.07	246
2022 11 23 09	3.2	7.07	13.32	333	1.72	304	2.1	8.07	335	2.1	16.02	358
2022 11 23 10	3.08	7.39	12.11	334	0.71	287	2.82	7.99	332	1.02	14.3	6
2022 11 23 11	3.08	7.32	12.11	334	1.24	300	2.81	9.03	340	0.0	8.27	252
2022 11 23 12	2.95	7.62	12.11	335	0.31	278	2.93	8.02	336	0.0	25.78	79
2022 11 23 13	2.76	7.65	12.11	336	0.46	293	2.72	8.42	338	0.01	3.75	242
2022 11 23 14	2.7	7.37	12.11	336	1.3	311	2.16	9.69	339	0.97	14.21	6
2022 11 23 15	2.72	7.23	13.32	336	1.35	310	1.73	8.8	333	1.73	13.71	357
2022 11 23 16	2.69	7.31	13.32	337	1.03	305	2.48	9.46	342	0.01	6.83	261
2022 11 23 17	2.68	7.55	13.32	338	0.97	305	2.49	9.69	343	0.02	6.83	273
2022 11 23 18	2.69	7.92	13.32	340	0.35	288	2.66	8.62	341	0.02	4.24	262
2022 11 23 19	2.67	8.4	13.32	342	0.02	221	2.67	8.42	342	0.02	26.17	13
2022 11 23 20	2.66	8.88	14.66	344	0.0	200	2.66	8.91	344	0.03	26.14	10
2022 11 23 21	2.66	9.41	14.66	345	0.01	205	2.66	9.44	345	0.01	3.47	185
2022 11 23 22	2.67	9.84	14.66	346	0.02	202	2.67	9.89	346	0.04	2.01	113
2022 11 23 23	2.69	10.2	14.66	346	0.02	195	2.69	10.25	346	0.03	2.03	104
2022 11 24 00	2.73	10.58	14.66	347	0.0	180	2.73	10.58	347	0.0	1.0	180
2022 11 24 01	2.8	11.04	14.66	348	0.01	202	2.8	11.09	348	0.01	3.16	180
2022 11 24 02	2.92	11.59	17.74	350	0.0	180	2.27	9.87	343	2.27	22.1	359
2022 11 24 03	3.04	12.13	17.74	351	0.0	180	3.04	12.13	351	0.0	1.0	180
2022 11 24 04	3.12	12.57	19.51	352	0.01	205	3.12	12.64	352	0.01	3.16	185
2022 11 24 05	3.17	12.86	19.51	353	0.02	188	3.17	12.94	353	0.04	1.99	98
2022 11 24 06	3.17	13.02	17.74	353	0.0	180	3.17	13.02	353	0.0	1.0	180
2022 11 24 07	3.14	13.08	17.74	353	0.0	180	3.14	13.21	353	0.06	1.93	157
2022 11 24 08	3.1	13.09	17.74	353	0.03	196	3.1	13.23	353	0.03	1.94	238
2022 11 24 09	3.04	13.05	17.74	353	0.03	204	3.04	13.2	353	0.0	5.45	185
2022 11 24 10	2.97	12.99	17.74	353	0.0	180	2.97	13.14	353	0.06	1.89	156
2022 11 24 11	2.9	12.89	17.74	353	0.0	180	2.9	13.05	353	0.06	1.9	157
2022 11 24 12	2.82	12.77	17.74	352	0.01	140	2.82	12.93	352	0.06	1.94	157
2022 11 24 13	2.74	12.63	17.74	352	0.03	159	2.74	12.81	352	0.05	1.91	199
2022 11 24 14	2.65	12.5	17.74	352	0.0	180	2.65	12.67	352	0.06	1.9	156
2022 11 24 15	2.57	12.35	17.74	351	0.0	180	2.57	12.53	351	0.06	1.9	156
2022 11 24 16	2.48	12.2	17.74	351	0.0	180	2.48	12.39	351	0.06	1.9	156
2022 11 24 17	2.4	12.05	17.74	350	0.0	180	2.4	12.24	350	0.06	1.9	156
2022 11 24 18	2.34	11.93	17.74	350	0.0	180	2.34	12.12	350	0.06	1.9	156
2022 11 24 19	2.31	11.84	17.74	349	0.0	180	2.31	12.03	349	0.06	1.92	151
2022 11 24 20	2.35	11.01	16.12	348	0.25	297	2.17	11.22	344	0.87	18.75	15
2022 11 24 21	2.41	9.86	16.12	347	0.27	291	2.23	10.49	343	0.86	18.74	15
2022 11 24 22	2.47	9.82	16.12	346	0.13	276	2.47	10.31	347	0.01	3.16	185
2022 11 24 23	2.54	9.6	16.12	346	0.14	278	2.54	9.99	346	0.04	2.06	126
2022 11 25 00	2.58	9.52	16.12	346	0.0	220	2.58	9.56	346	0.04	2.05	140
2022 11 25 01	2.59	9.5	16.12	346	0.17	282	2.58	9.93	346	0.04	2.07	130
2022 11 25 02	2.58	9.49	16.12	347	0.32	294	2.56	10.53	347	0.0	5.13	259
2022 11 25 03	2.61	9.3	16.12	347	0.37	295	2.58	10.53	347	0.04	2.07	136
2022 11 25 04	2.67	9.05	16.12	346	0.32	287	2.65	9.98	347	0.04	2.07	130
2022 11 25 05	2.71	9.02	16.12	346	0.33	284	2.68	9.96	347	0.0	4.56	185
2022 11 25 06	2.73	9.31	16.12	347	0.24	278	2.72	10.03	347	0.0	4.56	185
2022 11 25 07	2.77	9.34	16.12	347	0.38	291	2.75	10.5	348	0.04	2.07	130
2022 11 25 08	2.79	9.56	16.12	347	0.23	282	2.78	10.2	348	0.04	2.07	130
2022 11 25 09	2.78	9.76	16.12	347	0.17	276	2.78	10.2	348	0.0	5.96	185
2022 11 25 10	2.76	9.75	16.12	347	0.21	282	2.75	10.29	347	0.0	4.16	185
2022 11 25 11	2.72	9.27	16.12	347	0.45	293	2.68	10.51	348	0.01	3.47	185
2022 11 25 12	2.68	8.99	16.12	346	0.41	292	2.64	10.2	347	0.04	2.07	130
2022 11 25 13	2.63	8.73	16.12	345	0.42	294	2.59	9.98	346	0.0	5.13	240
2022 11 25 14	2.56	8.82	16.12	345	0.22	285	2.55	9.46	345	0.02	3.69	256
2022 11 25 15	2.48	9.03	16.12	345	0.16	292	2.47	9.5	345	0.01	2.9	262
2022 11 25 16	2.39	9.27	14.66	345	0.05	305	2.39	9.38	345	0.0	26.96	85
2022 11 25 17	2.32	9.48	14.66	345	0.0	180	2.32	9.48	345	0.0	26.96	85
2022 11 25 18	2.26	9.62	14.66	345	0.0	180	2.26	9.62	345	0.0	27.11	82
2022 11 25 19	2.2	9.71	14.66	345	0.0	180	2.2	9.71	345	0.0	27.11	82
2022 11 25 20	2.15	9.77	14.66	345	0.0	180	2.15	9.77	345	0.0	27.11	82
2022 11 25 21	2.1	9.81	14.66	345	0.0	180	2.1	9.81	345	0.0	27.11	82
2022 11 25 22	2.05	9.83	14.66	345	0.02	125	2.05	9.88	345	0.0	27.11	82
2022 11 25 23	2.0	9.82	14.66	345	0.03	115	2.0	9.89	345	0.0	27.11	82
2022 11 26 00	1.97	9.53	14.66	345	0.08	100	1.96	9.89	345	0.0	26.93	79
2022 11 26 01	1.94	8.36	14.66	345	0.2	98	1.92	9.98	345	0.17	2.37	51
2022 11 26 02	1.92	8.0	14.66	346	0.21	105	1.89	9.99	344	0.27	2.72	61
